Date,Open,High,Low,Close,Adj Close,Volume
16-11-2006,12.124286,12.328571,12.088572,12.23,8.279178,173485200
17-11-2006,12.162857,12.277143,12.142858,12.264286,8.302388,116606000
20-11-2006,12.2,12.428572,12.171429,12.352858,8.362347,142698500
21-11-2006,12.488571,12.657143,12.444285,12.657143,8.568336,155666700
22-11-2006,12.712857,12.964286,12.55,12.901428,8.733706,167985300
24-11-2006,12.79,13.297143,12.785714,13.09,8.861363,129669400
27-11-2006,13.215714,13.308572,12.785714,12.791429,8.659242,268709000
28-11-2006,12.908571,13.138572,12.844286,13.115714,8.878768,259043400
29-11-2006,13.285714,13.307143,12.892858,13.114285,8.877801,289270800
30-11-2006,13.172857,13.24,13.008572,13.094286,8.864264,217621600
01-12-2006,13.114285,13.19,12.871428,13.045714,8.831379,198769900
04-12-2006,13.125714,13.15,12.928572,13.017143,8.81204,177384200
05-12-2006,13.092857,13.19,12.981428,13.038571,8.826547,165709600
06-12-2006,12.948571,13.055715,12.81,12.832857,8.687283,159546100
07-12-2006,12.861428,12.928572,12.414286,12.434286,8.417472,251206900
08-12-2006,12.461429,12.77,12.428572,12.608571,8.535453,196069300
11-12-2006,12.7,12.757143,12.578571,12.678572,8.582845,124945100
12-12-2006,12.658571,12.691428,12.218572,12.305715,8.330432,256655000
13-12-2006,12.564285,12.724286,12.45,12.721429,8.611856,214263000
14-12-2006,12.721429,12.857142,12.608571,12.65,8.563499,208082700
15-12-2006,12.717143,12.745714,12.475715,12.531428,8.483233,184984800
18-12-2006,12.518572,12.571428,12.084286,12.21,8.265641,180394200
19-12-2006,12.104285,12.382857,11.945714,12.33,8.346874,227851400
20-12-2006,12.352858,12.381429,12.105714,12.108571,8.196978,141922900
21-12-2006,12.1,12.211429,11.742857,11.842857,8.017098,225899800
22-12-2006,11.922857,12.005714,11.657143,11.742857,7.949404,153325900
26-12-2006,11.735714,11.795714,11.555715,11.644286,7.882675,122672200
27-12-2006,11.164286,11.714286,10.967143,11.645715,7.883644,483938700
28-12-2006,11.46,11.607142,11.378572,11.552857,7.820785,279969200
29-12-2006,11.992857,12.2,11.908571,12.12,8.204715,269107300
03-01-2007,12.327143,12.368571,11.7,11.971429,8.104137,309579900
04-01-2007,12.007143,12.278571,11.974286,12.237143,8.284014,211815100
05-01-2007,12.252857,12.314285,12.057143,12.15,8.225021,208685400
08-01-2007,12.28,12.361428,12.182858,12.21,8.265641,199276700
09-01-2007,12.35,13.282857,12.164286,13.224286,8.952269,837324600
10-01-2007,13.535714,13.971429,13.35,13.857142,9.380682,738220000
11-01-2007,13.705714,13.825714,13.585714,13.685715,9.264634,360063200
12-01-2007,13.512857,13.58,13.318571,13.517143,9.150518,328172600
16-01-2007,13.668571,13.892858,13.635715,13.871428,9.390353,311019100
17-01-2007,13.937143,13.942857,13.545714,13.564285,9.182431,411565000
18-01-2007,13.157143,13.158571,12.721429,12.724286,8.61379,591151400
19-01-2007,12.661428,12.807143,12.588572,12.642858,8.558665,341118400
22-01-2007,12.734285,12.737143,12.235714,12.398571,8.393293,363506500
23-01-2007,12.247143,12.501429,12.215714,12.242857,8.287881,301856100
24-01-2007,12.382857,12.45,12.297143,12.385715,8.38459,231953400
25-01-2007,12.444285,12.642858,12.29,12.321428,8.341072,226493400
26-01-2007,12.444285,12.481428,12.141429,12.197143,8.256936,246718500
29-01-2007,12.328571,12.378572,12.218572,12.277143,8.311093,225416100
30-01-2007,12.347143,12.355714,12.178572,12.221429,8.273376,144492600
31-01-2007,12.122857,12.285714,12.05,12.247143,8.290782,214017300
01-02-2007,12.318571,12.324286,12.105714,12.105714,8.195041,166085500
02-02-2007,12.017143,12.178572,11.957143,12.107142,8.196008,155382500
05-02-2007,12.042857,12.175714,11.991428,11.991428,8.117678,144713100
06-02-2007,12.064285,12.067142,11.837143,12.021428,8.137983,216098400
07-02-2007,12.068571,12.34,11.935715,12.307143,8.331404,266706300
08-02-2007,12.204286,12.358571,12.201428,12.311429,8.334303,169757700
09-02-2007,12.268572,12.314285,11.887143,11.895715,8.052883,215135200
12-02-2007,12.061429,12.168571,11.947143,12.125714,8.20858,181017900
13-02-2007,12.165714,12.184286,12.042857,12.1,8.191175,145246500
14-02-2007,12.09,12.234285,12.081429,12.185715,8.249202,126995400
15-02-2007,12.205714,12.231428,12.111428,12.172857,8.240495,90915300
16-02-2007,12.178572,12.201428,12.094286,12.118571,8.203746,99967000
20-02-2007,12.092857,12.308572,12.022857,12.271428,8.307225,154425600
21-02-2007,12.282857,12.784286,12.28,12.742857,8.62636,288828400
22-02-2007,12.971429,12.972857,12.647142,12.787143,8.656339,209556200
23-02-2007,12.737143,12.905714,12.692857,12.724286,8.61379,129473400
26-02-2007,12.834286,12.857142,12.515715,12.644286,8.559634,153962200
27-02-2007,12.328571,12.44,11.915714,11.99,8.11671,286453300
28-02-2007,11.857142,12.228572,11.857142,12.087143,8.18247,229868800
01-03-2007,12.004286,12.615714,11.964286,12.437143,8.419407,353882200
02-03-2007,12.395715,12.505714,12.172857,12.201428,8.259837,215000100
05-03-2007,12.27,12.664286,12.251429,12.331429,8.347841,209724900
06-03-2007,12.542857,12.615714,12.485714,12.598572,8.528685,180796700
07-03-2007,12.578571,12.71,12.492857,12.531428,8.483233,156571100
08-03-2007,12.655714,12.674286,12.494286,12.571428,8.510311,127752800
09-03-2007,12.685715,12.692857,12.485714,12.567142,8.507408,112959000
12-03-2007,12.581429,12.855714,12.57,12.838572,8.691156,182352100
13-03-2007,12.772857,12.942857,12.628572,12.628572,8.548995,216972700
14-03-2007,12.657143,12.857142,12.56,12.857142,8.703727,199146500
15-03-2007,12.851429,12.908571,12.758572,12.795714,8.662142,139874700
16-03-2007,12.791429,12.855714,12.76,12.798572,8.664076,142926000
19-03-2007,12.891429,13.078571,12.798572,13.018572,8.813006,178240300
20-03-2007,13.05,13.12,13.008572,13.068571,8.846855,122229100
21-03-2007,13.141429,13.428572,13.092857,13.41,9.077987,171724000
22-03-2007,13.39,13.48,13.285714,13.422857,9.08669,140373100
23-03-2007,13.335714,13.438571,13.328571,13.36,9.044138,112721000
26-03-2007,13.427143,13.7,13.328571,13.692857,9.269468,216246800
27-03-2007,13.672857,13.832857,13.571428,13.637143,9.231754,233013200
28-03-2007,13.554286,13.628572,13.307143,13.32,9.017063,235584300
29-03-2007,13.455714,13.455714,13.175714,13.392858,9.066381,181430900
30-03-2007,13.468572,13.525714,13.25,13.272857,8.985147,150139500
02-04-2007,13.448571,13.464286,13.288571,13.378572,9.056713,125498100
03-04-2007,13.448571,13.604285,13.394286,13.5,9.138913,145983600
04-04-2007,13.562857,13.591429,13.447143,13.467143,9.116672,119196000
05-04-2007,13.445714,13.525714,13.36,13.525714,9.156321,88879000
09-04-2007,13.601429,13.614285,13.291429,13.378572,9.056713,103335400
10-04-2007,13.381429,13.465714,13.344286,13.464286,9.114736,88116700
11-04-2007,13.414286,13.421429,13.19,13.227143,8.954202,137254600
12-04-2007,13.148571,13.187143,12.96,13.17,8.915516,164168900
13-04-2007,12.985714,13.057143,12.865714,12.891429,8.726936,179985400
16-04-2007,12.938571,13.071428,12.892858,13.061429,8.842019,152258400
17-04-2007,13.142858,13.185715,12.814285,12.907143,8.737575,187980100
18-04-2007,12.88,12.978572,12.8,12.914286,8.74241,116011000
19-04-2007,12.884286,13.035714,12.832857,12.895715,8.729838,106478400
20-04-2007,12.984285,13.025714,12.935715,12.995714,8.797533,130694900
23-04-2007,13.084286,13.4,13.06,13.358571,9.043171,195072500
24-04-2007,13.422857,13.77,13.042857,13.32,9.017063,263813200
25-04-2007,13.461429,13.628572,13.4,13.621428,9.221114,296786000
26-04-2007,14.511429,14.642858,14.042857,14.12,9.558625,434444500
27-04-2007,14.025714,14.278571,13.955714,14.274285,9.663072,174850900
30-04-2007,14.298572,14.428572,14.238571,14.257143,9.651464,154127400
01-05-2007,14.227143,14.335714,14.078571,14.21,9.619552,133130900
02-05-2007,14.235714,14.362857,14.21,14.341429,9.708522,126286300
03-05-2007,14.39,14.492857,14.287143,14.342857,9.709492,144019400
04-05-2007,14.4,14.514286,14.357142,14.401428,9.74914,95496800
07-05-2007,14.44,14.907143,14.43,14.845715,10.049901,215389300
08-05-2007,14.781428,15.021428,14.774285,15.008572,10.16015,195999300
09-05-2007,14.987143,15.28,14.984285,15.268572,10.336159,179439400
10-05-2007,15.232857,15.548572,15.131429,15.334286,10.380644,299314400
11-05-2007,15.391429,15.59,15.254286,15.534286,10.516035,163424100
14-05-2007,15.66,15.714286,15.464286,15.622857,10.575995,162986600
15-05-2007,15.652857,15.742857,15.211429,15.36,10.398054,238628600
16-05-2007,15.504286,15.547143,14.774285,15.334286,10.380644,281691900
17-05-2007,15.307143,15.695714,15.307143,15.634286,10.583732,183822800
18-05-2007,15.747143,15.805715,15.681429,15.717143,10.639823,155336300
21-05-2007,15.758572,16.064285,15.721429,15.997143,10.829373,159973100
22-05-2007,16.07,16.25,16.001429,16.219999,10.980233,143102400
23-05-2007,16.288572,16.428572,16.084286,16.127142,10.917373,227843700
24-05-2007,16.115715,16.351429,15.767143,15.812857,10.704618,221840500
25-05-2007,16,16.254286,15.928572,16.231428,10.987971,158239900
29-05-2007,16.35,16.408571,16.098572,16.335714,11.058569,161423500
30-05-2007,16.328571,16.982857,16.218571,16.967142,11.486016,369611200
31-05-2007,17.152857,17.452858,17.077143,17.312857,11.720054,324266600
01-06-2007,17.299999,17.312857,16.898571,16.914286,11.450237,221315500
04-06-2007,16.947144,17.389999,16.842857,17.332857,11.733591,221668300
05-06-2007,17.344286,17.527143,17.214285,17.524286,11.863179,230196400
06-06-2007,17.471428,17.721428,17.421429,17.662857,11.956985,278060300
07-06-2007,17.855715,18.23,17.598572,17.724285,11.998569,478769900
08-06-2007,17.974285,17.975714,17.469999,17.784286,12.039188,310420600
11-06-2007,18,18.021429,17.077143,17.17,11.623343,468564600
12-06-2007,17.049999,17.387142,16.901428,17.197144,11.641721,356641600
13-06-2007,17.307142,17.312857,16.485714,16.785715,11.3632,430338300
14-06-2007,16.742857,17.064285,16.631428,16.964285,11.484084,243316500
15-06-2007,17.231428,17.238571,17.122858,17.214285,11.653324,202804700
18-06-2007,17.611429,17.882856,17.505714,17.870001,12.097215,227651200
19-06-2007,17.812857,17.858572,17.558571,17.665714,11.958922,235756500
20-06-2007,17.695715,17.808571,17.357143,17.364286,11.754866,224378000
21-06-2007,17.385714,17.755714,17.245714,17.700001,11.982131,216761300
22-06-2007,17.692858,17.778572,17.482857,17.571428,11.895093,157969000
25-06-2007,17.741428,17.870001,17.294285,17.477142,11.831265,241350900
26-06-2007,17.711428,17.714285,16.959999,17.092857,11.571121,336251300
27-06-2007,17.23,17.434286,17.037144,17.412857,11.787747,243674200
28-06-2007,17.48,17.498571,17.142857,17.222857,11.659124,209535900
29-06-2007,17.424286,17.714285,17.298571,17.434286,11.802254,284460400
02-07-2007,17.292856,17.441429,17.042856,17.322857,11.726821,248715600
03-07-2007,17.428572,18.200001,17.357143,18.167143,12.298367,290620400
05-07-2007,18.4,18.995714,18.384285,18.964285,12.837996,363262900
06-07-2007,19.018572,19.048571,18.628571,18.9,12.794478,218673700
09-07-2007,18.911428,18.985714,18.454287,18.618572,12.603964,248955000
10-07-2007,18.411428,19.214285,18.401428,18.907143,12.799314,313751900
11-07-2007,18.867144,19.1,18.758572,18.912857,12.803185,205443000
12-07-2007,19.121429,19.177143,18.912857,19.152857,12.965652,176152200
13-07-2007,19.290001,19.692858,19.217142,19.675714,13.319602,226901500
16-07-2007,19.77,19.997143,19.642857,19.728571,13.355385,234028200
17-07-2007,19.757143,19.942858,19.642857,19.844286,13.433719,177489900
18-07-2007,19.741428,19.777143,19.434286,19.731428,13.35732,189214200
19-07-2007,20.042856,20.115715,19.950001,20,13.539132,183222900
20-07-2007,20.235714,20.597143,20,20.535715,13.901785,291943400
23-07-2007,20.472857,20.745714,20.132856,20.528572,13.896951,259122500
24-07-2007,19.84,20.142857,19.164286,19.27,13.04495,448823200
25-07-2007,19.621429,19.765715,19.285715,19.608572,13.274152,374045700
26-07-2007,20.844286,21.214285,19.565714,20.857143,14.119378,546657300
27-07-2007,20.884285,21.274286,20.540001,20.549999,13.911457,290274600
30-07-2007,20.618572,20.778572,19.938572,20.204287,13.677424,276747100
31-07-2007,20.424286,20.497143,18.788572,18.822857,12.742256,440598200
01-08-2007,19.091429,19.34,18.252857,19.285715,13.05559,437539200
02-08-2007,19.521429,19.565714,19.164286,19.498571,13.199684,213161200
03-08-2007,19.322857,19.421429,18.785715,18.835714,12.750957,169796900
06-08-2007,18.985714,19.324286,18.328571,19.321428,13.079767,231292600
07-08-2007,19.277143,19.605715,18.947144,19.290001,13.05849,237484100
08-08-2007,19.537144,19.551428,18.857143,19.144285,12.959849,202024200
09-08-2007,18.73,19,17.870001,18.055714,12.222935,281348900
10-08-2007,17.588572,18.25,17.185715,17.857143,12.088511,352687300
13-08-2007,18.331429,18.478571,18.071428,18.255714,12.358327,188227900
14-08-2007,18.327143,18.328571,17.672857,17.718571,11.9947,184751700
15-08-2007,17.534286,17.837143,17.092857,17.128571,11.595299,248213000
16-08-2007,16.715714,16.928572,15.945714,16.721428,11.319678,466672500
17-08-2007,17.43,17.642857,17.117144,17.437143,11.804188,298765600
20-08-2007,17.70857,17.785715,17.214285,17.459999,11.819662,200829300
21-08-2007,17.45857,18.422857,17.285715,18.224285,12.337049,325761800
22-08-2007,18.745714,18.964285,18.618572,18.93,12.814788,265441400
23-08-2007,19.012857,19.048571,18.537144,18.724285,12.675529,216709500
24-08-2007,18.647142,19.338572,18.544285,19.328571,13.084603,227958500
27-08-2007,19.055714,19.237143,18.871429,18.892857,12.789643,176859900
28-08-2007,18.712856,18.915714,18.09,18.117144,12.26452,294841400
29-08-2007,18.554285,19.168571,18.505714,19.154285,12.966621,291715200
30-08-2007,18.952858,19.75,18.9,19.464285,13.176475,358895600
31-08-2007,19.927143,19.950001,19.629999,19.782858,13.392135,219221800
04-09-2007,19.991428,20.818571,19.977142,20.594286,13.941439,329210700
05-09-2007,20.709999,20.834286,19.442858,19.537144,13.225795,582055600
06-09-2007,19.365715,19.652857,18.95857,19.287144,13.05656,475315400
07-09-2007,18.858572,18.9,18.571428,18.824286,12.743225,357644000
10-09-2007,19.57,19.719999,19.135714,19.530001,13.220959,371959700
11-09-2007,19.700001,19.757143,19.107143,19.355715,13.102979,242971400
12-09-2007,19.427143,19.914286,19.392857,19.549999,13.2345,255692500
13-09-2007,19.832857,19.857143,19.521429,19.6,13.268351,164040800
14-09-2007,19.51,19.854286,19.457144,19.83,13.424049,151830000
17-09-2007,19.855715,20.084286,19.657143,19.772858,13.385365,198342900
18-09-2007,19.865715,20.407143,19.690001,20.131428,13.628102,266022400
19-09-2007,20.431429,20.451429,19.914286,20.110001,13.613597,256720100
20-09-2007,20.021429,20.255714,19.902857,20.044285,13.569111,172960200
21-09-2007,20.162857,20.664286,20.044285,20.592857,13.940472,284720100
24-09-2007,20.961428,21.407143,20.950001,21.182858,14.339875,263040400
25-09-2007,20.977142,21.888571,20.974285,21.882856,14.813744,298137700
26-09-2007,22.067142,22.142857,21.607143,21.824286,14.774095,243817000
27-09-2007,21.967142,22.074286,21.76,22.071428,14.941398,164549700
28-09-2007,21.92,22.085714,21.821428,21.924286,14.841787,153775300
01-10-2007,22.09,22.487143,21.847143,22.334286,15.119342,209267100
02-10-2007,22.364286,22.655714,22.27,22.635714,15.323395,198017400
03-10-2007,22.540001,22.74,22.43,22.559999,15.27214,173129600
04-10-2007,22.571428,22.582857,21.928572,22.32,15.109671,164239600
05-10-2007,22.624287,23.082857,22.528572,23.064285,15.613523,235867800
08-10-2007,23.355715,23.987143,23.281429,23.987143,16.238255,208982200
09-10-2007,24.314285,24.444286,23.811428,23.98,16.233419,276071600
10-10-2007,23.935715,23.982857,23.657143,23.827143,16.129938,166897500
11-10-2007,24.212856,24.554285,21.887142,23.175714,15.68895,410998000
12-10-2007,23.287144,23.897142,23.114286,23.892857,16.174427,247044000
15-10-2007,23.997143,24.224285,23.357143,23.854286,16.148314,269482500
16-10-2007,23.648571,24.311428,23.592857,24.225714,16.399759,266957600
17-10-2007,24.67,24.719999,24.168571,24.678572,16.706322,281903300
18-10-2007,24.5,24.884285,24.435715,24.785715,16.778852,205919000
19-10-2007,24.891428,24.947144,24.285715,24.345715,16.480989,322945000
22-10-2007,24.335714,24.985714,24.280001,24.908571,16.862022,412374900
23-10-2007,26.937143,26.942858,26.108572,26.594286,18.00318,448791000
24-10-2007,26.544285,26.744286,25.605715,26.561428,17.980934,322120400
25-10-2007,26.41,26.557142,25.951429,26.111429,17.6763,243400500
26-10-2007,26.469999,26.481428,26.125713,26.385714,17.861982,176719200
29-10-2007,26.492857,26.655714,26.385714,26.441429,17.8997,135138500
30-10-2007,26.597143,27.052856,26.389999,26.714285,18.084404,234853500
31-10-2007,26.804285,27.16,26.421429,27.135714,18.369699,208327700
01-11-2007,26.942858,27.157143,25.714285,26.777143,18.126961,201259100
02-11-2007,27.030001,27.062857,26.212856,26.838572,18.168549,250528600
05-11-2007,26.469999,26.994286,26.32,26.597143,18.00511,201044200
06-11-2007,26.721428,27.428572,26.467142,27.398571,18.547646,238681800
07-11-2007,27.23,27.525715,26.59,26.614286,18.016712,248581900
08-11-2007,26.667143,26.700001,23.967142,25.067142,16.969368,472594500
09-11-2007,24.450001,25.017143,23.601429,23.624287,15.992618,381595200
12-11-2007,23.611429,23.957144,21.518572,21.965714,14.869835,442266300
13-11-2007,22.978571,24.425714,21.965714,24.280001,16.436506,434861700
14-11-2007,25.308571,25.367144,23.391428,23.73,16.06418,362292000
15-11-2007,23.77,24.227142,22.9,23.471428,15.889136,371852600
16-11-2007,23.614286,23.860001,22.761429,23.77,16.091255,345873500
19-11-2007,23.728571,24.028572,23.157143,23.421429,15.855289,288607200
20-11-2007,23.667143,24.54143,23.361429,24.121429,16.329157,385910700
21-11-2007,23.691429,24.621429,23.524286,24.065714,16.291441,304452400
23-11-2007,24.571428,24.578571,24.25,24.505714,16.589306,116439400
26-11-2007,24.798571,25.324286,24.621429,24.648571,16.686014,326438700
27-11-2007,25.031429,25.112858,24.287144,24.972857,16.905537,329257600
28-11-2007,25.26,25.799999,25.049999,25.745714,17.428732,287728000
29-11-2007,25.632856,26.452858,25.592857,26.327143,17.822327,262731700
30-11-2007,26.762857,26.814285,25.671429,26.031429,17.622149,296950500
03-12-2007,25.98,26.305714,25.385714,25.551428,17.297209,240367400
04-12-2007,25.307142,25.842857,25.284286,25.687143,17.389076,193449900
05-12-2007,26.127142,26.571428,26.058571,26.5,17.939346,223100500
06-12-2007,26.598572,27.157143,26.588572,27.135714,18.369699,224952700
07-12-2007,27.219999,27.855715,26.862858,27.757143,18.790379,266516600
10-12-2007,27.655714,27.951429,27.527143,27.744286,18.781675,180594400
11-12-2007,27.821428,28.118572,26.77,26.934286,18.233343,277731300
12-12-2007,27.634285,27.782858,26.537144,27.265715,18.457701,306415200
13-12-2007,27.17,27.445715,26.831429,27.404285,18.55151,216154400
14-12-2007,27.195715,27.6,27.077143,27.198572,18.412249,168578200
17-12-2007,27.245714,27.521429,26.139999,26.342857,17.83297,256173400
18-12-2007,26.645714,26.761429,25.514286,26.139999,17.695644,305650800
19-12-2007,26.139999,26.377142,25.842857,26.16,17.709181,206869600
20-12-2007,26.49,26.832857,26.190001,26.744286,18.104719,193514300
21-12-2007,27.16,27.701429,27.127142,27.701429,18.752665,248490200
24-12-2007,27.861429,28.475714,27.827143,28.4,19.225573,120050700
26-12-2007,28.43,28.70857,28.117144,28.421429,19.240074,175933100
27-12-2007,28.421429,28.994286,28.257143,28.367144,19.203325,198881900
28-12-2007,28.655714,28.794285,28.125713,28.547142,19.325172,174911800
31-12-2007,28.5,28.642857,28.25,28.297142,19.155939,134833300
02-01-2008,28.467142,28.608572,27.507143,27.834286,18.8426,269794700
03-01-2008,27.915714,28.198572,27.527143,27.847143,18.851307,210516600
04-01-2008,27.35,27.571428,25.555714,25.721428,17.412291,363958000
07-01-2008,25.892857,26.228571,24.318571,25.377142,17.17922,518048300
08-01-2008,25.734285,26.065714,24.4,24.464285,16.561255,380954000
09-01-2008,24.471428,25.642857,24.042856,25.628571,17.349426,453470500
10-01-2008,25.368572,25.857143,25.058571,25.431429,17.215973,370743800
11-01-2008,25.142857,25.407143,24.285715,24.67,16.700523,308071400
14-01-2008,25.360001,25.631428,25.024286,25.540001,17.289473,275112600
15-01-2008,25.388571,25.602858,23.522858,24.148571,16.347534,585819500
16-01-2008,23.604286,24.144285,22.385714,22.805714,15.438478,553461300
17-01-2008,23.072857,23.622858,22.631428,22.984285,15.559359,439464900
18-01-2008,23.101429,23.678572,22.801428,23.051428,15.604814,431085900
22-01-2008,21.151428,22.854286,20.857143,22.234285,15.051645,608688500
23-01-2008,19.455715,20,18.02,19.867144,13.449194,843242400
24-01-2008,19.998571,20.1,18.858572,19.371429,13.113617,501466700
25-01-2008,19.855715,19.870001,18.515715,18.572857,12.573017,388684800
28-01-2008,18.308571,19.028572,18.064285,18.572857,12.573017,368711000
29-01-2008,18.735714,18.969999,18.435715,18.79143,12.720981,274995700
30-01-2008,18.767143,19.35,18.571428,18.882856,12.78287,310762900
31-01-2008,18.492857,19.521429,18.485714,19.337143,13.090406,336418600
01-02-2008,19.462856,19.512857,18.882856,19.107143,12.934706,252686000
04-02-2008,19.172857,19.414286,18.774286,18.807142,12.731619,224808500
05-02-2008,18.632856,19.142857,18.414286,18.48,12.510158,285260500
06-02-2008,18.690001,18.845715,17.395714,17.428572,11.798387,393318100
07-02-2008,17.138571,17.825714,16.752857,17.32,11.724887,520832900
08-02-2008,17.440001,17.957144,17.371429,17.925714,12.134929,338993200
11-02-2008,18.287144,18.568571,18.171429,18.492857,12.51886,300358100
12-02-2008,18.671429,18.714285,17.66,17.837143,12.07497,306495000
13-02-2008,18.097143,18.540001,17.947144,18.485714,12.514027,242133500
14-02-2008,18.485714,18.685715,18.144285,18.20857,12.326409,238524300
15-02-2008,18.038572,18.154285,17.722857,17.804285,12.052726,225325100
19-02-2008,17.998571,18.107143,17.348572,17.454287,11.815794,251261500
20-02-2008,17.457144,17.799999,17.382856,17.688572,11.974395,241859800
21-02-2008,18.007143,18.067142,17.265715,17.362858,11.753901,234528700
22-02-2008,17.497143,17.501429,16.552856,17.065714,11.552747,382469500
25-02-2008,16.941429,17.167143,16.665714,17.105715,11.579826,314193600
26-02-2008,16.805714,17.298571,16.491428,17.021429,11.52277,376222000
27-02-2008,16.889999,17.578571,16.870001,17.565714,11.891226,368784500
28-02-2008,18.171429,18.885714,17.967142,18.558571,12.563346,404563600
29-02-2008,18.469999,18.601429,17.828571,17.860001,12.090444,313870200
03-03-2008,17.777143,17.997143,16.857143,17.389999,11.772275,398260800
04-03-2008,17.427143,17.84,17.200001,17.802856,12.051764,446345900
05-03-2008,17.654285,17.877142,17.464285,17.784286,12.039188,305459000
06-03-2008,17.801428,18.214285,17.258572,17.275715,11.694907,368424700
07-03-2008,17.201429,17.568571,17.007143,17.464285,11.822562,307615700
10-03-2008,17.425714,17.637142,17.052856,17.098572,11.574989,249897200
11-03-2008,17.728571,18.211428,17.428572,18.192858,12.315773,290985800
12-03-2008,18.148571,18.382856,17.881428,18.004286,12.188119,264907300
13-03-2008,17.728571,18.5,17.571428,18.277143,12.372831,315525700
14-03-2008,18.554285,18.614286,17.742857,18.087143,12.244208,289160200
17-03-2008,17.507143,18.370001,17.507143,18.104286,12.255815,268149700
18-03-2008,18.454287,19,18.381428,18.974285,12.844767,301280000
19-03-2008,19.017143,19.184286,18.524286,18.524286,12.540135,252634200
20-03-2008,18.731428,19.04143,18.454287,19.038572,12.888288,227196900
24-03-2008,19.144285,20.121429,19.091429,19.932858,13.493677,266730100
25-03-2008,19.994286,20.442858,19.618572,20.139999,13.633904,263097800
26-03-2008,20.124287,20.82,20.091429,20.722857,14.028474,295521100
27-03-2008,20.707144,20.758572,19.998571,20.035715,13.563311,249957400
28-03-2008,20.257143,20.664286,20.228571,20.43,13.83022,178652600
31-03-2008,20.467142,20.815714,20.360001,20.5,13.87761,192016300
01-04-2008,20.9,21.379999,20.515715,21.361429,14.460761,258141800
02-04-2008,21.254286,21.6,20.835714,21.07,14.263474,261242100
03-04-2008,21.008572,21.947144,21,21.658571,14.661912,262892000
04-04-2008,21.741428,22.101429,21.535715,21.868572,14.80407,213604300
07-04-2008,22.304285,22.812857,22.158571,22.27,15.075824,289581600
08-04-2008,21.935715,22.35,21.76,21.834286,14.780864,253573600
09-04-2008,21.901428,21.984285,21.494286,21.634285,14.645468,218349600
10-04-2008,21.59,22.202858,21.514286,22.078571,14.946234,238940800
11-04-2008,21.817142,21.9,20.914286,21.02,14.22963,302519000
14-04-2008,20.967142,21.321428,20.648571,21.111429,14.29152,211271900
15-04-2008,21.342857,21.388571,20.817142,21.197144,14.349545,174509300
16-04-2008,21.674286,22.014286,21.517143,21.957144,14.864028,198943500
17-04-2008,22.024286,22.285715,21.907143,22.07,14.940431,176066800
18-04-2008,22.731428,23.18,22.625713,23.005714,15.573867,256691400
21-04-2008,23.172857,24.071428,23.108572,24.022858,16.26243,259788200
22-04-2008,23.914286,24,22.584286,22.885714,15.492636,359893100
23-04-2008,23.435715,23.548571,23.011429,23.27,15.752779,376047700
24-04-2008,23.620001,24.282858,22.741428,24.134285,16.33786,424016600
