Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
PREM KUMAR,SHS,0,Graduate,25,Katihar + Bihar,131700,0,2004
QUDDUS ALI,CPI(ML)(L), 5 ,Post Graduate,43,Katihar + Bihar,1117625,23000,2004
RADHA URAON,JDP,0,10th Pass,50,Katihar + Bihar,134700,0,2004
SHAH TARIQ ANWAR,NCP, 2 ,Graduate,54,Katihar + Bihar,10009307,39782,2004
SHIV NANDAN MANDAL,BSP,0,Graduate,70,Katihar + Bihar,608844,22000,2004
SOVRAN RAJAK,IND,0,Not Given,56,Katihar + Bihar,305280,2000,2004
SUNIL KUMAR CHOUDHARY,IND,0,10th Pass,37,Katihar + Bihar,50000,0,2004
SUSHIL KUMAR PASWAN,IND,0,Graduate,31,Katihar + Bihar,167041,0,2004
GIRIDHARI YADAV   Winner ,RJD,0,Post Graduate,40,Banka + Bihar,2841000,351513,2004
AMP YADAV,IND,0,Not Given,39,Banka + Bihar,63500,0,2004
DIGVIJAY SINGH,JD(U),0,Post Graduate,48,Banka + Bihar,20774629,429520,2004
FANI LAL SAH,IND,0,8th Pass,47,Banka + Bihar,242172,0,2004
MAHBOOB ALAM ANSARI,IND,0,Graduate,44,Banka + Bihar,1400000,0,2004
MITHAN YADAV,IND,0,12th Pass,37,Banka + Bihar,28368,400000,2004
PRAVIN KUMAR JHA,IND,0,10th Pass,30,Banka + Bihar,865000,0,2004
RAJENDRA PANDIT NETAJEE,BSP, 1 ,8th Pass,53,Banka + Bihar,860243,8300,2004
RANVIR YADAV,SP, 15 ,10th Pass,35,Banka + Bihar,267277,100000,2004
UDAY KUMAR SINGH,IND,0,Not Given,43,Banka + Bihar,5900000,0,2004
SUSHIL KUMAR MODI   Winner ,BJP, 3 ,Post Graduate,51,Bhagalpur + Bihar,3410312,935401,2004
AKHIL BHARATIYA SHARMA,IND,0,Others,40,Bhagalpur + Bihar,10000,0,2004
ASHOK RAY,PTSS,0,Others,31,Bhagalpur + Bihar,281000,0,2004
CHUNCHUN PRA YADAV,SP,0,Graduate,69,Bhagalpur + Bihar,2897380,181539,2004
DIWAKAR LAL VANSHI,IND,0,10th Pass,40,Bhagalpur + Bihar,26700,0,2004
NAGARMAL BAJORIA (DHARTIPAKAR),ABHM,0,10th Pass,63,Bhagalpur + Bihar,436900,0,2004
NARESH PRASAD YADAV,IND,0,Others,53,Bhagalpur + Bihar,251161,10000,2004
PRAWEZ KHAN,BSP, 6 ,10th Pass,33,Bhagalpur + Bihar,588437,0,2004
SUBODH RAY,CPM,0,Graduate,62,Bhagalpur + Bihar,476439,0,2004
SUNIL CHOUDHARY,IND, 1 ,Graduate,32,Bhagalpur + Bihar,134000,66000,2004
RABINDRA KU. RANA   Winner ,RJD, 1 ,Graduate Professional,58,Khagaria + Bihar,6336271,0,2004
BHARAT KUMAR YADAV,KVSP, 2 ,Graduate,50,Khagaria + Bihar,20745530,0,2004
BISHWESHWAR PRASAD CHAURASIA,SP, 2 ,Graduate,64,Khagaria + Bihar,440000,0,2004
DEEPAK KUMAR SINGH,IND,0,Graduate,34,Khagaria + Bihar,19000,0,2004
LAKSHMAN SAHANI,BSP,0,10th Pass,59,Khagaria + Bihar,1497817,0,2004
MADHULATA DEVI,AD,0,12th Pass,47,Khagaria + Bihar,255500,0,2004
RAMBILAS PASWAN,IND,0,8th Pass,43,Khagaria + Bihar,47000,0,2004
RAMGULAM SAHANI,SAP,0,Graduate,66,Khagaria + Bihar,1332034,50000,2004
RENU KUMARI,JD(U),0,Post Graduate,41,Khagaria + Bihar,1528295,0,2004
JAY PRAKASH NARAYAN YADAV   Winner ,RJD, 1 ,Post Graduate,54,Monghyr + Bihar,1880178,172602,2004
ANAND MOHAN,SPVD,0,Literate,56,Monghyr + Bihar,12829826,0,2004
ARJUN KUMAR BIND,BSP,0,12th Pass,57,Monghyr + Bihar,51000,0,2004
BRAHMA NAND MANDAL,SAP,0,12th Pass,55,Monghyr + Bihar,2651155,692819,2004
DR. MONAZIR HASSAN,JD(U),0,Doctorate,46,Monghyr + Bihar,316298,163410,2004
JANG BAHADUR RAM,IND,0,Literate,64,Monghyr + Bihar,100000,0,2004
RAM DEO SINGH YADAV,RLD,0,Graduate,0,Monghyr + Bihar,311548,632327,2004
SHIV NANDAN PRASAD SINGH,SP,0,Others,71,Monghyr + Bihar,2321904,155832,2004
SUJAY KUMAR BHANU,IND,0,Graduate,39,Monghyr + Bihar,42400,0,2004
RAJIV RANJAN SINGH   Winner ,JD(U),0,Graduate,50,Begusarai + Bihar,6746462,0,2004
D. P. OJHA,IND,0,Others,59,Begusarai + Bihar,10831738,94974,2004
KRISHNA SAHI,INC,0,Graduate Professional,73,Begusarai + Bihar,18674805,0,2004
KUMAR SUMAN SINGH,IND, 2 ,Post Graduate,27,Begusarai + Bihar,4808448,0,2004
MANOJ KUMAR MAHTO,BSP,0,Graduate,27,Begusarai + Bihar,230000,0,2004
RAJENDRA MAHTO,IND,0,Not Given,0,Begusarai + Bihar,0,0,2004
RAM KISHUN SAH,AD,0,Post Graduate,59,Begusarai + Bihar,2441000,0,2004
SHANKAR LAL CHOKHANI,LSD,0,Not Given,0,Begusarai + Bihar,0,0,2004
SREE NARAYAN GOSWAMI,IJP,0,Literate,54,Begusarai + Bihar,1710000,900,2004
NITISH KUMAR   Winner ,JD(U),0,Graduate,52,Nalanda + Bihar,4389206,672674,2004
ARUN KUMAR MEHTA,IND,0,Others,71,Nalanda + Bihar,579500,4000,2004
BAJANG PRASAD KESARI,Rashtriya Samanta Dal,0,Post Graduate,44,Nalanda + Bihar,507600,0,2004
CHANDRA BHUSHAN KUMAR,IND,0,Not Given,40,Nalanda + Bihar,110000,0,2004
DR. KUMAR PUSHPANJAY,LJNSP,0,Doctorate,41,Nalanda + Bihar,13771525,0,2004
JAGESHWAR YADAV,SP,0,Others,66,Nalanda + Bihar,2559000,405098,2004
JYOTESHWAR KUMAR SHARMA,IND,0,10th Pass,44,Nalanda + Bihar,45000,0,2004
MOHAN SAW,IND,0,Post Graduate,43,Nalanda + Bihar,65000,0,2004
NAWAL KISHORE SINGH,IND,0,10th Pass,49,Nalanda + Bihar,35400,14236,2004
PERMANAND PRASAD,CPI(ML)(L), 1 ,8th Pass,44,Nalanda + Bihar,273494,0,2004
RAJESH KUMAR,IND,0,Graduate,32,Nalanda + Bihar,278252,1407,2004
RAM PRAWESH PRASAD,BSP,0,Graduate,48,Nalanda + Bihar,686000,0,2004
SHIV SHANKAR PRASAD,SHS,0,Illiterate,59,Nalanda + Bihar,150000,0,2004
RAM KRIPAL YADAV   Winner ,RJD,0,Graduate,47,Patna + Bihar,1400031,204942,2004
AMIT KUMAR ALBELA,IND,0,Graduate,34,Patna + Bihar,233764,0,2004
C. P. THAKUR,BJP,0,Graduate Professional,68,Patna + Bihar,27229546,4991863,2004
DWARIKA SINGH,VJP,0,Graduate,54,Patna + Bihar,665000,0,2004
JITENDRA THAKUR,AD,0,10th Pass,42,Patna + Bihar,0,0,2004
KAMESHWAR PRASAD SINGHA,IND,0,Not Given,74,Patna + Bihar,0,0,2004
KUNJ BIHARI,IND,0,Not Given,25,Patna + Bihar,0,0,2004
MANOJ KUMAR,IND,0,8th Pass,36,Patna + Bihar,20000,0,2004
MANOJ KUMAR SINGH,BSP,0,Graduate Professional,43,Patna + Bihar,950000,0,2004
MD. SHAHABUDDIN,SP,0,Graduate,45,Patna + Bihar,586739,0,2004
N. M. BAJORIYA,ABHM,0,Illiterate,70,Patna + Bihar,431900,0,2004
OM PRAKASH SINHA,IND,0,Not Given,52,Patna + Bihar,2703000,100,2004
RADHEY SHYAM GUPTA ALIAS RADHE SHYAM,JHSP,0,Others,39,Patna + Bihar,599000,0,2004
RAM KUMAR SINGH,IND,0,Not Given,42,Patna + Bihar,0,0,2004
RAM NAGINA CHOUDHARY,IND,0,Not Given,65,Patna + Bihar,0,0,2004
RAMA NAND SINHA,IND,0,Others,69,Patna + Bihar,100000,0,2004
RANJAN PRASAD YADAV,SPVD,0,Others,55,Patna + Bihar,6466000,0,2004
RAVI SHANKAR KUSHWAHA,IND,0,12th Pass,0,Patna + Bihar,50000,0,2004
SHAJAD ALAM,IND,0,Post Graduate,39,Patna + Bihar,54500,0,2004
SHATRUDHAN SHARMA,IND,0,Not Given,37,Patna + Bihar,0,0,2004
SUNIL KUMAR CHOUDHARY NISHAD,IND,0,Not Given,26,Patna + Bihar,0,0,2004
SUNIL KUMAR SINGH,RLD,0,Graduate,46,Patna + Bihar,595000,4260,2004
VIDYA NAND VIKAL,CPI(ML)(L),0,Graduate,39,Patna + Bihar,0,0,2004
KANTI SINGH   Winner ,RJD,0,Graduate,47,Arrah + Bihar,11602840,33797,2004
ASHOK KUMAR VERMA,JD(U), 2 ,Doctorate,35,Arrah + Bihar,1902066,0,2004
BRAHMESHWAR NATH SIGH,IND, 19 ,12th Pass,58,Arrah + Bihar,1525000,76000,2004
HARIDWAR PRASAD SINGH,SAP, 1 ,10th Pass,60,Arrah + Bihar,3733890,0,2004
JITENDRA TIWARY,Akhil Bharatiya Jan Sangh,0,Literate,34,Arrah + Bihar,0,0,2004
NARENDRA KUMAR SINGH,SP,0,8th Pass,45,Arrah + Bihar,9711425,2606417,2004
RAM KUNDAL SHARMA,BSP,0,Graduate Professional,67,Arrah + Bihar,200000,0,2004
RAM NARESH RAM,CPI(ML)(L),0,5th Pass,79,Arrah + Bihar,44354,23138,2004
RAMESHWAR KUMAR BHARTI,JP,0,Graduate,34,Arrah + Bihar,321000,0,2004
RAMESHWAR PRASAD GUPTA,IND,0,10th Pass,37,Arrah + Bihar,1719000,22000,2004
RANA SINGH,IND,0,Not Given,37,Arrah + Bihar,37000,0,2004
LALMUNI CHAUBEY   Winner ,BJP,0,12th Pass,66,Buxar + Bihar,8431336,0,2004
BISHESHWAR PANDEY,IND, 1 ,10th Pass,39,Buxar + Bihar,50570,0,2004
DADAN SINGH,IND, 2 ,10th Pass,40,Buxar + Bihar,1123000,1281000,2004
LALSA DEVI,IND,0,Not Given,37,Buxar + Bihar,124000,100000,2004
RAM EKBAL CHAUDHARI,Suheldev Bhartiya Samaj Party,0,Graduate,33,Buxar + Bihar,52800,0,2004
RANJIT SINGH,SP,0,Others,56,Buxar + Bihar,3864000,393866,2004
SATENDRA SINGH,IND,0,Not Given,47,Buxar + Bihar,50000,0,2004
SHIV KUMAR SINGH KUSHWAHA,BSP,0,10th Pass,44,Buxar + Bihar,1555443,0,2004
SHIVANAND TIWARY,RJD,0,10th Pass,60,Buxar + Bihar,717425,303728,2004
SHUSHILA DEVI,CPI(ML)(L),0,Others,35,Buxar + Bihar,2568000,0,2004
TEJ NARAYAN SINGH,CPI, 1 ,Graduate,59,Buxar + Bihar,69154,0,2004
MEIRA KUMAR   Winner ,INC,0,Post Graduate,57,Sasaram + Bihar,28956730,3600000,2004
ASHOK KUMAR,SAP,0,Graduate,42,Sasaram + Bihar,1275000,80000,2004
DUKHI RAM,CPI(ML)(L), 1 ,12th Pass,34,Sasaram + Bihar,38000,0,2004
MADAN RAM,BSP,0,10th Pass,37,Sasaram + Bihar,158195,372000,2004
MUNI LALL,BJP,0,Post Graduate,65,Sasaram + Bihar,5436933,786779,2004
PHEKHU RAM,IND,0,Doctorate,40,Sasaram + Bihar,50000,0,2004
RAM BACHAN RAM,SP,0,Post Graduate,54,Sasaram + Bihar,0,0,2004
SHIV KUMAR MUSHEHAR,AD,0,5th Pass,53,Sasaram + Bihar,10000,0,2004
SUDARSHAN RAM,IND,0,12th Pass,41,Sasaram + Bihar,0,0,2004
TENGAR PASWAN,IND,0,10th Pass,44,Sasaram + Bihar,120000,0,2004
VASHISHTH PASWAN,IND,0,10th Pass,33,Sasaram + Bihar,211200,0,2004
AJIT KUMAR SINGH   Winner ,JD(U),0,Post Graduate,45,Bikramganj + Bihar,14362110,0,2004
ARUN KUMAR SINGH,BSP, 1 ,12th Pass,47,Bikramganj + Bihar,5711940,722949,2004
ARUN SINGH,CPI(ML)(L),0,10th Pass,44,Bikramganj + Bihar,49000,55606,2004
BABAN SINGH KUSHWAHA,Rashtriya Samanta Dal,0,10th Pass,43,Bikramganj + Bihar,870947,50000,2004
BAIJNATH BHAGAT,Shoshit Samaj Dal,0,Graduate Professional,52,Bikramganj + Bihar,110000,0,2004
BASUDEO HAJARIKA,SAP,0,8th Pass,38,Bikramganj + Bihar,1650000,12323,2004
GIRIJA PRASAD SINGH,IND, 3 ,Graduate,44,Bikramganj + Bihar,110000,0,2004
JYOTI SHANKER,IND,0,Graduate,28,Bikramganj + Bihar,125000,0,2004
MD JAMIL ANSARI,IND,0,Not Given,32,Bikramganj + Bihar,650000,0,2004
RAM AWADESH SINGH,RLD,0,Post Graduate,65,Bikramganj + Bihar,175000,635215,2004
RAM JANAM SINGH,SHS,0,12th Pass,40,Bikramganj + Bihar,3865000,0,2004
RAM PRASAD SINGH,RJD,0,Graduate,66,Bikramganj + Bihar,3070655,0,2004
RAMESHWAR PRASAD,IND,0,Graduate,40,Bikramganj + Bihar,189229,0,2004
SHRI NIWAS SINGH,IND,0,Graduate,42,Bikramganj + Bihar,560000,0,2004
SIPAHI PRASAD,IND,0,Graduate,37,Bikramganj + Bihar,135000,0,2004
VIRENDRA SINGH,IND,0,Not Given,0,Bikramganj + Bihar,0,0,2004
NIKHIL KUMAR   Winner ,INC,0,Post Graduate,63,Aurangabad + Bihar,74489984,1220000,2004
AASHUTOSH KUMAR SINGH,IND,0,10th Pass,44,Aurangabad + Bihar,807000,90000,2004
ANN KUMAR,AD,0,Literate,31,Aurangabad + Bihar,0,0,2004
INDRADEO RAM,IND,0,Literate,54,Aurangabad + Bihar,9000,5000,2004
JITENDRA YADAV,BSP, 2 ,10th Pass,41,Aurangabad + Bihar,5550000,0,2004
KAMTA PASWAN,IND,0,10th Pass,30,Aurangabad + Bihar,10000,0,2004
RAJ BALABH SINGH,Shoshit Samaj Dal,0,10th Pass,37,Aurangabad + Bihar,180000,0,2004
RAJA RAM SINGH,CPI(ML)(L), 1 ,Graduate Professional,48,Aurangabad + Bihar,1585476,91611,2004
RAJIV RANJAN SINGH,SP,0,Graduate,49,Aurangabad + Bihar,1332303,1200,2004
RAMESHWAR SINGH,IND,0,Graduate,51,Aurangabad + Bihar,989000,50000,2004
SARJOON PASWAN,IND,0,Not Given,25,Aurangabad + Bihar,185000,0,2004
SUSHIL KUMAR SINGH,JD(U), 4 ,Post Graduate,39,Aurangabad + Bihar,14259836,375144,2004
UCHIT NARAIN SINGH,IND,0,8th Pass,52,Aurangabad + Bihar,5000,0,2004
GANESH PRASAD SINGH   Winner ,RJD,0,Post Graduate,57,Jahanabad + Bihar,8990298,294350,2004
AJAY KUMAR BHADANI,IND,0,Graduate,47,Jahanabad + Bihar,5000,0,2004
ARUN KUMAR,JD(U), 1 ,Doctorate,44,Jahanabad + Bihar,10594721,398145,2004
ATENDRA SINGH,IND,0,10th Pass,29,Jahanabad + Bihar,22430000,0,2004
CHANDRASHEKHAR SINGH ALIAS CHANDRASHEKHAR PRASAD YADAV,IND,0,Not Given,41,Jahanabad + Bihar,129000,0,2004
JAGYA NAND SINGH,IND,0,12th Pass,30,Jahanabad + Bihar,142000,0,2004
MAHANAND PRASAD,CPI(ML)(L), 3 ,12th Pass,38,Jahanabad + Bihar,191600,0,2004
NAUSHAD AHMAD,BSP,0,10th Pass,51,Jahanabad + Bihar,856500,0,2004
RAM SINGHASAN SINGH,AD,0,10th Pass,49,Jahanabad + Bihar,450400,4000,2004
RAMASHRAY PRASAD SINGH,SPVD,0,Not Given,79,Jahanabad + Bihar,2322751,200000,2004
SADHU SINHA,IND,0,Graduate,59,Jahanabad + Bihar,445766,0,2004
SATYENDRA PRASAD YADAV,IND, 2 ,8th Pass,43,Jahanabad + Bihar,366000,0,2004
SHEO PUJAN SINGH,JP,0,10th Pass,65,Jahanabad + Bihar,550000,73000,2004
TAPSI SINGH,IND,0,10th Pass,56,Jahanabad + Bihar,1405000,0,2004
VIRCHANDRA PASWAN   Winner ,RJD,0,Post Graduate,41,Nawada + Bihar,1797522,135728,2004
BANBARI RAM,IND,0,Not Given,54,Nawada + Bihar,0,0,2004
BHOLA RAM,BSP,0,Not Given,44,Nawada + Bihar,45000,0,2004
DALIT PASWAN,IJP,0,Post Graduate,61,Nawada + Bihar,3013957,0,2004
HARI CHOUDHARY,IND,0,Not Given,34,Nawada + Bihar,35200,0,2004
MAHENDRA PASWAN,JP,0,Not Given,26,Nawada + Bihar,0,0,2004
MEWALAL RAJWANSHI,CPI(ML)(L), 1 ,Others,37,Nawada + Bihar,20000,0,2004
NAGANDRA KUMAR VIKAL,IND,0,Post Graduate,29,Nawada + Bihar,413000,0,2004
POLISH KUMAR DAS,IND,0,Graduate,47,Nawada + Bihar,0,0,2004
PRAMOD KUMAR AKELA,IND,0,Graduate,33,Nawada + Bihar,590000,0,2004
RAGHUNANDAN MOCHI,IND,0,12th Pass,39,Nawada + Bihar,48400,0,2004
SANJAY PASWAN,BJP,0,Doctorate,43,Nawada + Bihar,3401950,50000,2004
SHIVLAL RAJAK,IND,0,10th Pass,39,Nawada + Bihar,163000,0,2004
VIJAY RAVIDAS,IND,0,Graduate,34,Nawada + Bihar,79200,0,2004
RAJESH KUMAR MANJHI   Winner ,RJD,0,8th Pass,32,Gaya + Bihar,0,26000,2004
AJAY KUMAR CHOUDHARY,IND,0,Doctorate,43,Gaya + Bihar,5652,63000,2004
BALBIR CHAND,BJP,0,Graduate,60,Gaya + Bihar,6376167,0,2004
JANKI PASWAN,CPI,0,12th Pass,49,Gaya + Bihar,170600,0,2004
LALDEV MANJHI,IND,0,Others,35,Gaya + Bihar,0,0,2004
MANOJ KUMAR,SP,0,Graduate Professional,27,Gaya + Bihar,425000,0,2004
NIRANJAN KUMAR,CPI(ML)(L),0,Graduate,32,Gaya + Bihar,270000,0,2004
RAJU MANJHI,IND,0,10th Pass,42,Gaya + Bihar,0,5000,2004
RAMADHAR RAJWAR,IJP,0,8th Pass,34,Gaya + Bihar,105000,0,2004
SHAKTI RAJ,BSP,0,Graduate,25,Gaya + Bihar,94500,0,2004
SURBALA KRISHNA,IND,0,Graduate,27,Gaya + Bihar,524000,0,2004
VISHWANATH CHAUDAHARY,AD,0,Graduate,31,Gaya + Bihar,583000,0,2004
PAWAN KUMAR BANSAL   Winner ,INC,0,Graduate Professional,55,Chandigarh + Chandigarh,17550052,0,2004
ARVIND JAIN,IND,0,Graduate,43,Chandigarh + Chandigarh,7884180,0,2004
BHUPINDER PAL,IND,0,12th Pass,28,Chandigarh + Chandigarh,203000,89385,2004
DAULAT KULDEEP SINGH,IND,0,Graduate,58,Chandigarh + Chandigarh,80000,0,2004
DHARAM PAUL SHARMA,IND,0,Post Graduate,47,Chandigarh + Chandigarh,2882817,0,2004
GHANSHYAM LAL,IND,0,Others,42,Chandigarh + Chandigarh,15076200,0,2004
GURCHARAN SINGH,IND,0,Graduate,72,Chandigarh + Chandigarh,10850000,0,2004
HARMOHAN DHAWAN,INLD,0,Post Graduate,64,Chandigarh + Chandigarh,37745991,0,2004
HEM RAJ,BSP,0,Graduate Professional,45,Chandigarh + Chandigarh,4650000,200000,2004
MOHAMMAD IBRAHIM,AD,0,10th Pass,37,Chandigarh + Chandigarh,108100,0,2004
MUKESH KUMAR,IND,0,10th Pass,35,Chandigarh + Chandigarh,433900,21000,2004
PUSHPA KUMAR SINGH,IJP,0,Post Graduate,53,Chandigarh + Chandigarh,162756,0,2004
REKHA SHARMA,IND,0,10th Pass,49,Chandigarh + Chandigarh,30717,0,2004
SATYA PAL JAIN,BJP,0,Post Graduate,51,Chandigarh + Chandigarh,21531861,468108,2004
SURINDER PAL,IND,0,Graduate,34,Chandigarh + Chandigarh,1191200,766700,2004
VINAY KUMAR,BSJM,0,Post Graduate,37,Chandigarh + Chandigarh,330000,125000,2004
NAND KUMAR SAI   Winner ,BJP, 1 ,Post Graduate,65,Surguja + Chhattisgarh,3124000,610000,2004
KHELSAY SINGH,INC,0,Post Graduate,56,Surguja + Chhattisgarh,10893344,0,2004
RAMLAKHAN,IND,0,Literate,60,Surguja + Chhattisgarh,365000,0,2004
RAMNARAYAN SINGH AYAM,BSP,0,Graduate,35,Surguja + Chhattisgarh,726164,0,2004
VISHNUDEO SAI   Winner ,BJP,0,12th Pass,39,Raigarh + Chhattisgarh,899500,70546,2004
AMRIT TIRKEY,SP,0,Not Given,28,Raigarh + Chhattisgarh,50000,0,2004
GOVIND SINGH NETI,GGP,0,8th Pass,46,Raigarh + Chhattisgarh,360000,0,2004
KRIPA SHANKAR BHAGAT,BSP,0,Post Graduate,29,Raigarh + Chhattisgarh,584010,0,2004
RAMPUKAR SINGH,INC,0,8th Pass,63,Raigarh + Chhattisgarh,4350000,300000,2004
BADKURAM DHRUW,IND,0,Literate,25,Janjgir + Chhattisgarh,0,0,2004
BHAGWATI PRASAD SHUKLA GURUJI,BPSGKD,0,Not Given,63,Janjgir + Chhattisgarh,130000,5000,2004
DHANRAJ PATEL,AD,0,12th Pass,35,Janjgir + Chhattisgarh,460000,0,2004
DR. CHARANDAS MAHANT,INC,0,Doctorate,48,Janjgir + Chhattisgarh,6871000,1161000,2004
DR. VIDYANAND TIWARI,IND,0,Not Given,64,Janjgir + Chhattisgarh,100000,0,2004
DR.URMILA MARKO,GGP,0,Graduate,41,Janjgir + Chhattisgarh,0,0,2004
HAMID (ABDUL HAMID SIDDQIE),IND,0,8th Pass,40,Janjgir + Chhattisgarh,866000,0,2004
HEMLATA,YGP,0,Not Given,33,Janjgir + Chhattisgarh,1460000,0,2004
KANCHAN,SAP,0,Not Given,0,Janjgir + Chhattisgarh,350000,500000,2004
MURTIRAMSAHU,BSP,0,Post Graduate,54,Janjgir + Chhattisgarh,3532449,0,2004
PARSRAM YADAV,IND,0,5th Pass,40,Janjgir + Chhattisgarh,1900000,0,2004
PRAMOD KUMAR,IND,0,Literate,0,Janjgir + Chhattisgarh,300000,0,2004
RAMDAS MAHANT,CSP,0,Not Given,40,Janjgir + Chhattisgarh,0,0,2004
SAHASRAM YADAV,SP,0,Not Given,50,Janjgir + Chhattisgarh,1373,0,2004
SHOBHA LAL PRAJAPTI,LJNSP, 1 ,Graduate,48,Janjgir + Chhattisgarh,92000,0,2004
PUNNULAL MOHLE   Winner ,BJP,0,12th Pass,52,Bilaspur + Chhattisgarh,3727718,0,2004
CHOTELAL SUMER,IND,0,Not Given,28,Bilaspur + Chhattisgarh,0,0,2004
DR. BASANT PAHRE,INC,0,Not Given,43,Bilaspur + Chhattisgarh,0,0,2004
DR. BHAGIRATHI KHUTE,GGP,0,Not Given,47,Bilaspur + Chhattisgarh,0,0,2004
ENGG.RAMESHWAR KHARE,BSP,0,Not Given,40,Bilaspur + Chhattisgarh,0,0,2004
RAMLAL,SP,0,Not Given,43,Bilaspur + Chhattisgarh,0,0,2004
SHEKHAR KUMAR BANJARE,IND,0,Not Given,29,Bilaspur + Chhattisgarh,0,0,2004
GUHARAM AJGALLE   Winner ,BJP,0,Graduate Professional,37,Sarangarh + Chhattisgarh,1768900,0,2004
AWADHRAM BEHARA,IND,0,Post Graduate,31,Sarangarh + Chhattisgarh,777000,0,2004
DAU RAM RATNAKAR,BSP,0,Post Graduate,45,Sarangarh + Chhattisgarh,3050000,252000,2004
DR. GOVIND CHOUHAN,IND,0,Post Graduate,26,Sarangarh + Chhattisgarh,0,0,2004
KARAMCHAND SURYAWANSHI S/O SHRI RAMU SURYAWANSHI,IND,0,12th Pass,35,Sarangarh + Chhattisgarh,579000,0,2004
PARASRAM BHARDWAJ,INC,0,Graduate,57,Sarangarh + Chhattisgarh,8617538,0,2004
RAMASHANKAR,IND,0,10th Pass,34,Sarangarh + Chhattisgarh,50000,0,2004
ROHIT KUMAR CHAUHAN,SP,0,Not Given,65,Sarangarh + Chhattisgarh,1000000,0,2004
SAHEBLAL CHAUHAN,AD,0,Literate,38,Sarangarh + Chhattisgarh,110000,0,2004
SHIV PRASAD,JD(U),0,10th Pass,52,Sarangarh + Chhattisgarh,1207000,0,2004
RAMESH BAIS   Winner ,BJP,0,12th Pass,54,Raipur + Chhattisgarh,9690604,0,2004
BALRAM SINGH YADAV ALIAS BALLU BHAIYA,SP,0,Post Graduate,34,Raipur + Chhattisgarh,350000,34000,2004
DR. HEERAMAN BANJARE,BSP,0,Graduate,55,Raipur + Chhattisgarh,1849773,0,2004
DR. RAMKUMAR SIRMOR,IND, 1 ,Not Given,57,Raipur + Chhattisgarh,3200000,0,2004
KABEER BHAKT ASWANT DAS SAHU KARORPATI JEEVAN BIMA AGENT,IND,0,10th Pass,29,Raipur + Chhattisgarh,1009000,176000,2004
MADHUSUDAN MISHRA JI,ABHM,0,Graduate,37,Raipur + Chhattisgarh,1137595,1147,2004
MANMOHAN SINGH THAKUR (GIRDHARI PANDEY),IND,0,10th Pass,35,Raipur + Chhattisgarh,220000,0,2004
NANHA MARKANDEY,IND,0,Post Graduate,35,Raipur + Chhattisgarh,0,0,2004
PATRAKAR BIMAL KUMAR SAHU SANDI BANGLA,IND,0,12th Pass,40,Raipur + Chhattisgarh,180000,0,2004
PRAKASH GOLCHA (SARAFA SANSAD),IND,0,Graduate,45,Raipur + Chhattisgarh,889976,0,2004
RADHESHYAM SEN,IND,0,12th Pass,34,Raipur + Chhattisgarh,310000,0,2004
SEEDHERAM,GGP,0,Not Given,43,Raipur + Chhattisgarh,250000,300000,2004
SHYAMACHARAN SHUKLA,INC,0,Graduate Professional,79,Raipur + Chhattisgarh,27540381,277483,2004
AJIT  JOGI   Winner ,INC, 2 ,Graduate Professional,57,Mahasamund + Chhattisgarh,8835009,0,2004
COMRED SHIKHA DAS (PATRAKAR),Loktantrik Samajwadi Party, 2 ,Post Graduate,38,Mahasamund + Chhattisgarh,0,0,2004
DHARAMDAS MAHILANG,IND, 1 ,Graduate,55,Mahasamund + Chhattisgarh,2915945,249095,2004
GANPAT SARAIPALI,IND,0,Not Given,68,Mahasamund + Chhattisgarh,0,0,2004
RAJENDRA KUMAR,BSP,0,Graduate,33,Mahasamund + Chhattisgarh,630000,0,2004
SHRIDHAR PATEL,AD,0,Post Graduate,38,Mahasamund + Chhattisgarh,1002000,0,2004
SIYARAM DHARITLAHRE,ABHM,0,Literate,32,Mahasamund + Chhattisgarh,265000,0,2004
SULTAN SINGH SATNAM,IND,0,Not Given,56,Mahasamund + Chhattisgarh,1155000,0,2004
TEN SINGH,CSP,0,Graduate,39,Mahasamund + Chhattisgarh,802864,320000,2004
VIDHYA CHARAN SHUKLA,BJP,0,Graduate,74,Mahasamund + Chhattisgarh,26685182,4632583,2004
SOHAN POTAI   Winner ,BJP,0,Post Graduate,47,Kanker + Chhattisgarh,2113856,71932,2004
ARJUN SINGH THAKUR,BSP,0,Post Graduate,38,Kanker + Chhattisgarh,2910000,720000,2004
G.R.RANA,SP,0,Post Graduate,56,Kanker + Chhattisgarh,1218410,195903,2004
MRS. GANGA POTAI THAKUR,INC,0,Post Graduate,54,Kanker + Chhattisgarh,5712500,0,2004
SUKHRANJAN USENDI,CPM, 1 ,Graduate,27,Kanker + Chhattisgarh,300000,0,2004
SUNDARLAL NETAM,CSP,0,Graduate,29,Kanker + Chhattisgarh,10000,0,2004
BALIRAM KASHYAP   Winner ,BJP, 1 ,8th Pass,67,Bastar + Chhattisgarh,1865382,177442,2004
CHANDRA SHEKHAR DHRUVA (SHEKHAR),IND, 2 ,10th Pass,36,Bastar + Chhattisgarh,100000,0,2004
DASI BAI,IND,0,12th Pass,49,Bastar + Chhattisgarh,35000,0,2004
LAXMINATH BHARTI,BSP,0,12th Pass,53,Bastar + Chhattisgarh,166000,0,2004
