Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
SHAILENDRA KUMAR   Winner ,SP,0,12th Pass,46,Chail + Uttar Pradesh,9337424,1092000,2004
Basudeo,AD,0,12th Pass,47,Chail + Uttar Pradesh,2510000,0,2004
DR. AMRIT LAL BHARTI,BJP,0,Graduate Professional,60,Chail + Uttar Pradesh,3543292,145128,2004
VACHASPATI,BSP,0,Post Graduate,40,Chail + Uttar Pradesh,9028902,0,2004
MAHENDRA PRASAD NISHAD   Winner ,BSP,0,Graduate,34,Fatehpur + Uttar Pradesh,1082468,56554,2004
ACHAL SINGH,SP,0,Post Graduate,56,Fatehpur + Uttar Pradesh,1905000,0,2004
ASHOK  PATEL,BJP,0,Doctorate,55,Fatehpur + Uttar Pradesh,12540008,1673626,2004
KHAN GUFRAN JAHIDI,INC,0,Post Graduate,70,Fatehpur + Uttar Pradesh,5959740,1660,2004
SHYAMA CHARAN GUPT   Winner ,SP,0,Graduate Professional,57,Banda + Uttar Pradesh,112456867,0,2004
BHAIRO PRASAD MISRA,BJP,0,12th Pass,49,Banda + Uttar Pradesh,3898356,0,2004
PRAKASH NARAIN,INC,0,Graduate,69,Banda + Uttar Pradesh,2970500,0,2004
RAM SAJEEWAN,BSP, 2 ,Post Graduate,68,Banda + Uttar Pradesh,2054184,0,2004
RAJNARAYAN ALIAS RAJJU MAHRAJ   Winner ,SP,0,Graduate Professional,40,Hamirpur + Uttar Pradesh,2640727,387411,2004
ASHOK,AD,0,8th Pass,42,Hamirpur + Uttar Pradesh,32000,0,2004
ASHOK KUMAR SINGH CHANDEL,BSP, 10 ,Graduate,44,Hamirpur + Uttar Pradesh,11301668,204973,2004
BALADIN,IND,0,8th Pass,35,Hamirpur + Uttar Pradesh,68000,0,2004
GANGACHARAN RAJPUT,INC, 1 ,Post Graduate,42,Hamirpur + Uttar Pradesh,7120394,246072,2004
GIRJACHARAN,IND,0,10th Pass,40,Hamirpur + Uttar Pradesh,9863749,0,2004
HARGOVIND,IND,0,10th Pass,38,Hamirpur + Uttar Pradesh,188500,480,2004
LAKHAN,IND,0,Not Given,36,Hamirpur + Uttar Pradesh,70000,0,2004
LALLU PRASAD,IND, 1 ,10th Pass,35,Hamirpur + Uttar Pradesh,26750,6500,2004
OM PRAKASH,IND,0,8th Pass,56,Hamirpur + Uttar Pradesh,10930721,0,2004
RAKESH,IND,0,Graduate,32,Hamirpur + Uttar Pradesh,526272,1700000,2004
RAM BIHARI,IND,0,10th Pass,36,Hamirpur + Uttar Pradesh,100000,15000,2004
SURENDRA PAL SINGH,BJP,0,12th Pass,35,Hamirpur + Uttar Pradesh,473803,0,2004
SURESH KUMAR,IND,0,Graduate Professional,40,Hamirpur + Uttar Pradesh,1098000,0,2004
YOGENDRA SINGH,IND,0,12th Pass,26,Hamirpur + Uttar Pradesh,75200,0,2004
CHANDRAPAL SINGH YADAV   Winner ,SP, 1 ,Post Graduate,47,Jhansi + Uttar Pradesh,5307820,0,2004
BABU LAL KUSHWAHA,BSP,0,Graduate Professional,65,Jhansi + Uttar Pradesh,3248050,0,2004
RAJENDRA AGNIHOTRI,BJP, 1 ,Graduate,65,Jhansi + Uttar Pradesh,1037000,1771697,2004
RAJENDRA PRATAP URF RAJA BUNDELA,INC, 1 ,Graduate,50,Jhansi + Uttar Pradesh,503601,0,2004
BHANU PRATAP SINGH VERMA   Winner ,BJP, 1 ,Post Graduate,44,Jalaun + Uttar Pradesh,446550,114460,2004
BRIJ LAL KHABRI,BSP,0,Graduate Professional,44,Jalaun + Uttar Pradesh,5257971,37000,2004
COM. KANSHIRAM VERMA (BARAR),CPI(ML)(L),0,12th Pass,29,Jalaun + Uttar Pradesh,0,0,2004
GHANSHYAM KORI,SP,0,Graduate,31,Jalaun + Uttar Pradesh,1929596,0,2004
JILEDAR SINGH DOHARE,IND,0,Graduate Professional,43,Jalaun + Uttar Pradesh,140600,30000,2004
LAL DAS (BHANTE ANAND),IJP,0,Literate,77,Jalaun + Uttar Pradesh,60000,0,2004
NATHURAM VERMA,INC,0,Not Given,57,Jalaun + Uttar Pradesh,1189000,0,2004
RAGHUNATH PRASAD BHARTI (BARAR),AD,0,Graduate,54,Jalaun + Uttar Pradesh,2408000,0,2004
RAJENDRA KORI,IND,0,10th Pass,31,Jalaun + Uttar Pradesh,326810,0,2004
RAJU,RSMD,0,Graduate,34,Jalaun + Uttar Pradesh,250500,0,2004
RAM SHANKAR,IND,0,8th Pass,48,Jalaun + Uttar Pradesh,62900,0,2004
RADHEY SHYAM KORI   Winner ,SP,0,10th Pass,65,Ghatampur + Uttar Pradesh,1868196,0,2004
ASKARAN SANKHWAR,INC,0,Not Given,61,Ghatampur + Uttar Pradesh,147880,0,2004
KAMAL RANI,BJP,0,Not Given,43,Ghatampur + Uttar Pradesh,2126450,178000,2004
PYARELAL SANKHWAR,BSP,0,Not Given,45,Ghatampur + Uttar Pradesh,3470142,0,2004
UMAKANT MANJHI,AD,0,Post Graduate,46,Ghatampur + Uttar Pradesh,581994,0,2004
RAJA RAM PAL   Winner ,BSP,0,Graduate Professional,43,Bilhaur + Uttar Pradesh,1471113,200000,2004
BABU RAM KUREEL,IND,0,Not Given,30,Bilhaur + Uttar Pradesh,176500,0,2004
JANEY ALAM,NCP,0,5th Pass,56,Bilhaur + Uttar Pradesh,410141,0,2004
LAL SINGH TOMAR,SP, 1 ,Post Graduate,56,Bilhaur + Uttar Pradesh,12468451,0,2004
MADAN MOHAN SHUKLA,INC,0,Graduate Professional,51,Bilhaur + Uttar Pradesh,3564446,0,2004
PHOOL SINGH KUSHWAHA,IND, 1 ,8th Pass,35,Bilhaur + Uttar Pradesh,489500,0,2004
PRABHU DAYAL,RSBP,0,8th Pass,40,Bilhaur + Uttar Pradesh,577600,0,2004
RAJ BAHADUR,AD,0,Not Given,48,Bilhaur + Uttar Pradesh,730000,0,2004
RAJA RAM YADAV,RJD,0,Graduate Professional,63,Bilhaur + Uttar Pradesh,1476547,0,2004
RAJESH KUMAR,IND,0,Post Graduate,40,Bilhaur + Uttar Pradesh,100000,0,2004
SHYAM BIHARI MISHRA,BJP, 1 ,Not Given,64,Bilhaur + Uttar Pradesh,12362240,2678935,2004
SURYA BALI,IND,0,10th Pass,53,Bilhaur + Uttar Pradesh,392100,0,2004
SHRIPRAKASH JAISWAL   Winner ,INC,0,10th Pass,59,Kanpur + Uttar Pradesh,19127260,0,2004
AJEET MOHAN,IND,0,Post Graduate,49,Kanpur + Uttar Pradesh,6270870,278945,2004
ANUBHAV,BSP, 2 ,Graduate,26,Kanpur + Uttar Pradesh,45000,0,2004
CHANDRA PRAKASH,ABHM,0,12th Pass,38,Kanpur + Uttar Pradesh,5053000,0,2004
CHANDRAMANI,IND,0,Graduate,41,Kanpur + Uttar Pradesh,1186380,0,2004
HAJI MUSHTAQ SOLANKI,SP,0,Literate,49,Kanpur + Uttar Pradesh,12805719,0,2004
JAGANNATH MISTRI,IND,0,8th Pass,61,Kanpur + Uttar Pradesh,510000,0,2004
MANOHAR LAL,IND,0,8th Pass,38,Kanpur + Uttar Pradesh,50000,0,2004
MOHD. HANIM ALIS KINNER RAMKALI,IND,0,Illiterate,50,Kanpur + Uttar Pradesh,230000,0,2004
RAM RATAN,RSBP,0,10th Pass,65,Kanpur + Uttar Pradesh,493000,0,2004
RAVI SHANKAR BALMIKI,IND,0,5th Pass,29,Kanpur + Uttar Pradesh,57000,0,2004
SANJEEV PANDEY,BSDP,0,Graduate Professional,30,Kanpur + Uttar Pradesh,350000,0,2004
SAROJ RAHI,IND,0,5th Pass,37,Kanpur + Uttar Pradesh,11424,0,2004
SATYA DEV PACHAURI,BJP,0,Graduate,56,Kanpur + Uttar Pradesh,9266423,132540,2004
SUBHASHINI ALI,CPM,0,Post Graduate,57,Kanpur + Uttar Pradesh,7390120,54245,2004
SUNIL PATEL,AD,0,Post Graduate,29,Kanpur + Uttar Pradesh,139890,0,2004
RAGHURAJ SINGH SHAKYA   Winner ,SP,0,Post Graduate,33,Etawah + Uttar Pradesh,1924170,0,2004
ANIL KUMAR,IND,0,Not Given,26,Etawah + Uttar Pradesh,75000,0,2004
BHARAT SINGH,RSMD,0,Graduate,38,Etawah + Uttar Pradesh,106486,10000,2004
BRAJESH SINGH,IND,0,Graduate Professional,42,Etawah + Uttar Pradesh,190500,0,2004
GANESH GYANARTHI,AD,0,Graduate,46,Etawah + Uttar Pradesh,39000,0,2004
KUSHMA DEVI,IJP,0,8th Pass,34,Etawah + Uttar Pradesh,1424000,0,2004
M.S CHANDEL,LP(S),0,Post Graduate,63,Etawah + Uttar Pradesh,3714823,0,2004
MAHESH MANAV,IND,0,Post Graduate,48,Etawah + Uttar Pradesh,204000,0,2004
PROFFESSER RAJENDRA PRASAD ALIAS RAJU DIXIT,INC,0,Doctorate,59,Etawah + Uttar Pradesh,2699159,0,2004
RAMAKANT,IND,0,Graduate,44,Etawah + Uttar Pradesh,10000,0,2004
SARITA BHADAURIA,BJP,0,Graduate,42,Etawah + Uttar Pradesh,1905187,0,2004
SHIV PRATAP SINGH,IND, 1 ,12th Pass,34,Etawah + Uttar Pradesh,25000,0,2004
SUDHEENDRA BHADAURYA,BSP,0,Post Graduate,53,Etawah + Uttar Pradesh,2875000,0,2004
AKHILESH YADAV   Winner ,SP,0,Post Graduate,31,Kannauj + Uttar Pradesh,23142705,0,2004
RAMANAND YADAV,BJP, 2 ,Graduate,41,Kannauj + Uttar Pradesh,1165500,0,2004
TH. RAJESH SINGH,BSP, 3 ,Post Graduate,37,Kannauj + Uttar Pradesh,7671000,0,2004
VINAY KUMAR SHUKLA,INC,0,Post Graduate,42,Kannauj + Uttar Pradesh,10410753,805000,2004
CHANDRA BHUSHAN SINGH (MUNNOO BABU)   Winner ,SP,0,Post Graduate,52,Farrukhabad + Uttar Pradesh,9594069,768000,2004
ASHOK KUMAR PAL,LP(S),0,Graduate,38,Farrukhabad + Uttar Pradesh,141000,0,2004
CHHATRA  PAL SINGH,IND,0,10th Pass,38,Farrukhabad + Uttar Pradesh,865828,0,2004
LOUISE KHURSHID,INC,0,Post Graduate,49,Farrukhabad + Uttar Pradesh,7488250,0,2004
MOHD. USMAN,IND,0,Post Graduate,27,Farrukhabad + Uttar Pradesh,54000,600,2004
MUKESH RAJPUT,BJP,0,Graduate,35,Farrukhabad + Uttar Pradesh,4774998,0,2004
MUNESH SINGH,IND,0,12th Pass,44,Farrukhabad + Uttar Pradesh,1201380,0,2004
NAGENDRA SINGH SHAKYA,BSP,0,Graduate,26,Farrukhabad + Uttar Pradesh,630876,0,2004
PRAVEEN,AD,0,Graduate,33,Farrukhabad + Uttar Pradesh,20845,0,2004
RAFI ANSARI,BNRP,0,Literate,31,Farrukhabad + Uttar Pradesh,220000,0,2004
SHER SINGH,RSBP,0,8th Pass,26,Farrukhabad + Uttar Pradesh,10500,0,2004
SURESH SARASWAT (ELLAYACHI WALA),IND,0,Post Graduate,44,Farrukhabad + Uttar Pradesh,21008,0,2004
VIJAI SWARUP,IND,0,Illiterate,50,Farrukhabad + Uttar Pradesh,315000,0,2004
WAZID ALI,IND,0,8th Pass,35,Farrukhabad + Uttar Pradesh,134313,0,2004
MULAYAM SINGH YADAV   Winner ,SP, 2 ,Post Graduate,63,Mainpuri + Uttar Pradesh,11541224,41235,2004
ASHOK SHAKYA,BSP,0,Graduate,35,Mainpuri + Uttar Pradesh,861913,0,2004
BALRAM SINGH YADAV,BJP,0,Graduate,58,Mainpuri + Uttar Pradesh,18256404,708663,2004
GENDA LAL PAL,LP(S),0,10th Pass,50,Mainpuri + Uttar Pradesh,74000,0,2004
THA. RAJENDRA SINGH JADON,INC,0,Graduate,49,Mainpuri + Uttar Pradesh,2222618,0,2004
PRO. S.P SINGH BAGHEL   Winner ,SP, 1 ,Post Graduate,43,Jalesar + Uttar Pradesh,5623000,787357,2004
DESHRAJ,IND, 1 ,8th Pass,45,Jalesar + Uttar Pradesh,3423300,0,2004
DR. BHARAT SINGH BAGHEL,LP(S),0,Graduate,50,Jalesar + Uttar Pradesh,588003,0,2004
GREESH CHANDRA,IND,0,Post Graduate,48,Jalesar + Uttar Pradesh,200000,0,2004
PRATYENDRA PAL SINGH (PAPPU BHAIYA),BJP,0,Post Graduate,42,Jalesar + Uttar Pradesh,2622585,270000,2004
PREMPAL,IND,0,Not Given,34,Jalesar + Uttar Pradesh,3135000,0,2004
PUTTAN SINGH,IND,0,8th Pass,34,Jalesar + Uttar Pradesh,1350000,0,2004
RAMESH CHANDRA KUSHWAH,RSMD,0,Graduate,29,Jalesar + Uttar Pradesh,275000,0,2004
SHAKOOR KHAN,NLP,0,5th Pass,53,Jalesar + Uttar Pradesh,1666500,0,2004
SHIVRAJ SINGH YADAV,INC,0,Post Graduate,39,Jalesar + Uttar Pradesh,4072678,0,2004
VIVEK KUMAR SHARMA,AD,0,10th Pass,25,Jalesar + Uttar Pradesh,250000,0,2004
KU. DEVENDRA SINGH YADAV   Winner ,SP,0,Doctorate,54,Etah + Uttar Pradesh,117888469,16200,2004
ASHOK RATAN SHAKYA,BJP,0,Post Graduate,43,Etah + Uttar Pradesh,2380060,0,2004
RAMGOPAL SHAKYA,BSP, 1 ,12th Pass,48,Etah + Uttar Pradesh,2137500,250000,2004
RAVINDR,INC,0,Post Graduate,62,Etah + Uttar Pradesh,3009689,60000,2004
RAM JI LAL SUMAN   Winner ,SP, 2 ,Graduate,52,Firozabad + Uttar Pradesh,4235985,0,2004
BIRESH KUMAR ALIAS DADUA,BSP,0,Graduate,45,Firozabad + Uttar Pradesh,1650000,0,2004
KISHORI LAL MAHAUR,BJP,0,Not Given,59,Firozabad + Uttar Pradesh,30708355,15457,2004
PRABHUDAYAL KATHERIA,Rashtriya Samanta Dal,0,Not Given,52,Firozabad + Uttar Pradesh,4660776,869000,2004
RAJ BABBAR   Winner ,SP, 2 ,Graduate,52,Agra + Uttar Pradesh,22326400,1000000,2004
MURARI LAL MITTAL FATEHPURIA,BJP,0,10th Pass,0,Agra + Uttar Pradesh,2944541,0,2004
PANDIT KESHAV PRASAD DIXIT,BSP, 1 ,Graduate,50,Agra + Uttar Pradesh,15525000,0,2004
SAYED IRFAN AHMAD,RHD,0,10th Pass,30,Agra + Uttar Pradesh,110000,0,2004
SURENDRA SINGH,INC, 2 ,Post Graduate,66,Agra + Uttar Pradesh,682000,0,2004
MANVENDRA SINGH   Winner ,INC,0,12th Pass,56,Mathura + Uttar Pradesh,15387530,281228,2004
CHOUDHARY LAXMINARAYAN,BSP,0,Post Graduate,51,Mathura + Uttar Pradesh,6702014,90000,2004
CHOUDHARY TEJVEER SINGH,BJP,0,Graduate,45,Mathura + Uttar Pradesh,11882062,2707079,2004
DR. GYANVATI SINGH,RLD,0,Post Graduate,70,Mathura + Uttar Pradesh,2410768,0,2004
RAJKUMAR,NCP,0,Post Graduate,29,Mathura + Uttar Pradesh,266830,0,2004
KISHAN LAL DILER   Winner ,BJP,0,Not Given,80,Hathras + Uttar Pradesh,2089121,0,2004
MUKESH KUMAR,INC,0,Not Given,46,Hathras + Uttar Pradesh,6836458,1888074,2004
RAM VIR SINGH BHAIYAJI,BSP,0,Not Given,40,Hathras + Uttar Pradesh,212000,0,2004
VIMLA PAL,SP,0,Not Given,52,Hathras + Uttar Pradesh,527686,27529,2004
BIJENDRA SINGH   Winner ,INC,0,Graduate,49,Aligarh + Uttar Pradesh,2892600,0,2004
CHANDRA PAL,LP(S), 1 ,12th Pass,45,Aligarh + Uttar Pradesh,1470000,0,2004
RAM KISHAN,IND,0,8th Pass,26,Aligarh + Uttar Pradesh,234000,0,2004
SATISH KUMAR,IND,0,12th Pass,30,Aligarh + Uttar Pradesh,11000,0,2004
SHEELA GAUTAM,BJP,0,Not Given,72,Aligarh + Uttar Pradesh,92239000,0,2004
THAKUR JAIVEER SINGH,BSP, 1 ,Post Graduate,48,Aligarh + Uttar Pradesh,14459920,0,2004
ASHOK KUMAR PRADHAN   Winner ,BJP,0,Others,51,Khurja + Uttar Pradesh,11589733,0,2004
DEVI DAYAL,INC,0,Post Graduate,62,Khurja + Uttar Pradesh,16614248,1044040,2004
RAM NIWAS BALMIKI,RLD, 3 ,Others,48,Khurja + Uttar Pradesh,3127555,741621,2004
RAVI GAUTAM,BSP,0,12th Pass,54,Khurja + Uttar Pradesh,8800925,0,2004
KALYAN SINGH   Winner ,BJP,0,Graduate Professional,72,Bulandshahr + Uttar Pradesh,6209253,0,2004
BADRUL ISLAM,RLD,0,Graduate,58,Bulandshahr + Uttar Pradesh,5737676,158216,2004
CHAMAN LAL,IND,0,12th Pass,51,Bulandshahr + Uttar Pradesh,303931,0,2004
CHUNNI LAL,IND,0,12th Pass,55,Bulandshahr + Uttar Pradesh,2240,0,2004
HAKIM AHMAD QURESHI,IND,0,Not Given,64,Bulandshahr + Uttar Pradesh,507000,0,2004
IMTIYAZ MOHD. KHAN,IND,0,Graduate,58,Bulandshahr + Uttar Pradesh,2369054,0,2004
MAHENDRA SINGH,LP(S),0,Graduate Professional,48,Bulandshahr + Uttar Pradesh,425000,0,2004
NASIR IQBAL,IND,0,12th Pass,46,Bulandshahr + Uttar Pradesh,1727400,0,2004
PHIREY SINGH,IND, 1 ,12th Pass,32,Bulandshahr + Uttar Pradesh,281000,52000,2004
PT. CHANDRA SHEKHAR SHARMA,INC, 1 ,Graduate,53,Bulandshahr + Uttar Pradesh,46410266,0,2004
Ramphal,IND,0,12th Pass,48,Bulandshahr + Uttar Pradesh,0,0,2004
SATENDRA SINGH,BRPP,0,10th Pass,33,Bulandshahr + Uttar Pradesh,70000,0,2004
SHRINIVAS,ABHM,0,Post Graduate,38,Bulandshahr + Uttar Pradesh,481422,0,2004
SMT. KRISHANA SINGH,IND,0,5th Pass,55,Bulandshahr + Uttar Pradesh,45742,0,2004
YAD KARAN,RSMD,0,Not Given,57,Bulandshahr + Uttar Pradesh,2705700,0,2004
SURENDRA PRAKASH GOYAL   Winner ,INC, 1 ,8th Pass,53,Hapur + Uttar Pradesh,6164616,0,2004
ABDUL KARIM,MUL,0,5th Pass,48,Hapur + Uttar Pradesh,2075000,1000,2004
COL. TEJENDRA PAL TYAGI VEER CHAKRA,IND,0,Post Graduate,58,Hapur + Uttar Pradesh,4775100,0,2004
DAYARAM  (HIJRA),IND,0,Illiterate,36,Hapur + Uttar Pradesh,75000,0,2004
DR. MOHD IQBAL,NBNP,0,Not Given,47,Hapur + Uttar Pradesh,324000,0,2004
Geeta Tomar . (advocate),BKD,0,Graduate Professional,38,Hapur + Uttar Pradesh,1983362,0,2004
KUNWAR AYYUB ALI,BSP,0,Post Graduate,38,Hapur + Uttar Pradesh,5326000,1180000,2004
MANJEET SINGH,IND,0,Not Given,52,Hapur + Uttar Pradesh,193500,0,2004
NAVEEN KUMAR GAUTAM,BRPP,0,Graduate,30,Hapur + Uttar Pradesh,34000,0,2004
PRADEEP KUMAR,IJP,0,Graduate,41,Hapur + Uttar Pradesh,1300000,0,2004
RAM KUMAR,IND,0,Not Given,45,Hapur + Uttar Pradesh,965000,300000,2004
RAMESH CHAND TOMAR,BJP,0,Doctorate,58,Hapur + Uttar Pradesh,7948654,638638,2004
RANJEET,IND,0,12th Pass,63,Hapur + Uttar Pradesh,3410000,400000,2004
TRILOK TYAGI,RLD,0,Graduate,52,Hapur + Uttar Pradesh,1675000,0,2004
USMAN QURAISHI,IND,0,Illiterate,26,Hapur + Uttar Pradesh,40000,0,2004
VIRENDRA TYAGI,IND,0,Graduate,35,Hapur + Uttar Pradesh,1799500,300000,2004
MOHD. SHAHID   Winner ,BSP,0,5th Pass,34,Meerut + Uttar Pradesh,15220720,121146,2004
AMIT KUMAR JATAV,IND,0,8th Pass,30,Meerut + Uttar Pradesh,0,0,2004
ANIL RASTOGI,SHS,0,12th Pass,44,Meerut + Uttar Pradesh,2426835,1050,2004
DR. HARI SINGH AZAD,ABLTP,0,8th Pass,65,Meerut + Uttar Pradesh,0,0,2004
K. C. TYAGI,JD(U),0,Graduate,48,Meerut + Uttar Pradesh,8777999,327956,2004
K. K. SHARMA,INC,0,Post Graduate,50,Meerut + Uttar Pradesh,19586707,0,2004
MALOOK NAGAR,RLD,0,Graduate,43,Meerut + Uttar Pradesh,762437000,20000,2004
NAHAR SINGH,IND,0,8th Pass,41,Meerut + Uttar Pradesh,255000,0,2004
NARENDRA,IND,0,10th Pass,47,Meerut + Uttar Pradesh,100000,0,2004
PRADEEP KUMAR RASTOGI,IND,0,8th Pass,39,Meerut + Uttar Pradesh,91000,315000,2004
SALEEM KHAN,IND,0,12th Pass,40,Meerut + Uttar Pradesh,493500,0,2004
SARITA SAGAR,IND,0,Literate,40,Meerut + Uttar Pradesh,67616,0,2004
SUDHIR KUMAR PANWAR (ADVOCATE),RSBP,0,Post Graduate,38,Meerut + Uttar Pradesh,590000,0,2004
TEJVEER SINGH,IND,0,Others,61,Meerut + Uttar Pradesh,2550000,0,2004
AJIT SINGH   Winner ,RLD,0,Post Graduate,65,Baghpat + Uttar Pradesh,13423683,1456567,2004
ANAR SINGH,BRPP, 1 ,Literate,48,Baghpat + Uttar Pradesh,35000,0,2004
AULAD ALI,BSP,0,Literate,46,Baghpat + Uttar Pradesh,6522000,0,2004
BIRENDRA,IND,0,12th Pass,33,Baghpat + Uttar Pradesh,60000,0,2004
BRIJ PAL,RSBP,0,10th Pass,30,Baghpat + Uttar Pradesh,11480,0,2004
HABIB AHMAD,IND,0,5th Pass,44,Baghpat + Uttar Pradesh,40000,0,2004
JAGVEER,INC,0,Post Graduate,0,Baghpat + Uttar Pradesh,1144000,0,2004
KRISHNA BHAGWAN SWAMI,RPI,0,12th Pass,40,Baghpat + Uttar Pradesh,470500,0,2004
NARENDRA,IND, 1 ,10th Pass,37,Baghpat + Uttar Pradesh,169000,0,2004
SATYAPAL SINGH MALIK,BJP,0,Graduate Professional,56,Baghpat + Uttar Pradesh,7689000,314903,2004
CH. MUNAWWAR HASAN   Winner ,SP, 1 ,10th Pass,35,Muzaffarnagar + Uttar Pradesh,4217051,0,2004
AMARPAL SINGH,BJP,0,Graduate,56,Muzaffarnagar + Uttar Pradesh,8908477,252082,2004
SAIDUZZAMAN,INC,0,Post Graduate,56,Muzaffarnagar + Uttar Pradesh,5377368,75683504,2004
SURATSINGH VERMA,BSP,0,12th Pass,59,Muzaffarnagar + Uttar Pradesh,11291645,4715,2004
ANURADHA CHOUDHARY   Winner ,RLD,0,Graduate,43,Kairana + Uttar Pradesh,43904200,0,2004
AMARKANT RANA,BJP,0,Post Graduate,36,Kairana + Uttar Pradesh,6893843,763139,2004
ANAND PAL,IND,0,Post Graduate,53,Kairana + Uttar Pradesh,1860000,0,2004
ASHU SHARMA URF ASHWANI SHARMA,BJVP,0,Not Given,25,Kairana + Uttar Pradesh,0,0,2004
DILSHAD ALI,IND,0,Graduate Professional,48,Kairana + Uttar Pradesh,68551,0,2004
GAYOOR,RPI,0,Illiterate,39,Kairana + Uttar Pradesh,128310,0,2004
HARENDRA,IND,0,Graduate Professional,53,Kairana + Uttar Pradesh,1619000,0,2004
HARPAL SINGH,IND,0,8th Pass,53,Kairana + Uttar Pradesh,825000,0,2004
IJHARULHAQ,IND,0,8th Pass,30,Kairana + Uttar Pradesh,699850,0,2004
JAIPAL,IND,0,12th Pass,43,Kairana + Uttar Pradesh,20000,0,2004
MUKESH,IND,0,10th Pass,34,Kairana + Uttar Pradesh,0,0,2004
NASEEM HAIDER,IND,0,Graduate Professional,31,Kairana + Uttar Pradesh,76000,0,2004
OMPAL,IND,0,8th Pass,48,Kairana + Uttar Pradesh,611150,0,2004
PHALKUMAR,IND,0,10th Pass,42,Kairana + Uttar Pradesh,41000,0,2004
RADHESH KUMAR URF PAPPU,IJP,0,Graduate,37,Kairana + Uttar Pradesh,2066453,0,2004
RAGHURAJ SINGH,BVP,0,5th Pass,45,Kairana + Uttar Pradesh,3012700,0,2004
RAVINDRA KUMAR,IND,0,8th Pass,45,Kairana + Uttar Pradesh,1130000,0,2004
SHAHEEN,IND,0,Graduate,29,Kairana + Uttar Pradesh,419500,0,2004
SHAHNAWAZ,BSP, 5 ,Post Graduate,30,Kairana + Uttar Pradesh,17914519,0,2004
SHIMLA URF SHIMLA KASHYAP,IND,0,Illiterate,36,Kairana + Uttar Pradesh,0,0,2004
SHORAJ SINGH,IND,0,Graduate,35,Kairana + Uttar Pradesh,145000,0,2004
SUBHASH CHAND MAHESHWARI,INC,0,Post Graduate,62,Kairana + Uttar Pradesh,45571430,1421400,2004
SUMAN CH.,IND,0,Graduate,53,Kairana + Uttar Pradesh,622000,0,2004
SURESH,LP(S),0,12th Pass,33,Kairana + Uttar Pradesh,245809,0,2004
UMA KASHYAP,BKD,0,12th Pass,35,Kairana + Uttar Pradesh,1034193,0,2004
YOGESH,IND,0,Post Graduate,25,Kairana + Uttar Pradesh,0,0,2004
RASHEED MASOOD   Winner ,SP, 1 ,Post Graduate,53,Saharanpur + Uttar Pradesh,26175490,3050977,2004
CH. YASHPAL SINGH,BJP,0,12th Pass,79,Saharanpur + Uttar Pradesh,5309037,0,2004
MANSOOR ALI KHAN,BSP,0,Graduate Professional,60,Saharanpur + Uttar Pradesh,25188764,624034,2004
TARA CHANDRA SHASTRI,INC,0,Not Given,54,Saharanpur + Uttar Pradesh,17198497,0,2004
MANABENDRA SHAH   Winner ,BJP,0,12th Pass,84,Tehri Garhwal + Uttaranchal,347563683,0,2004
MAJ. GEN. ( RETD) BHUWAN CHANDRA KHANDURI (AVSM)   Winner ,BJP,0,Graduate Professional,69,Garhwal + Uttaranchal,7242679,0,2004
"LT. GENERAL ( RETD.) TEJ PAL SINGH RAWAT  (PVSM,VSM)",INC,0,Post Graduate,0,Garhwal + Uttaranchal,0,0,2004
MAHESH NEGI,SP,0,Graduate Professional,28,Garhwal + Uttaranchal,1043000,0,2004
PROFESSOR BIRENDRA SINGH SEMWAL,BSP,0,Not Given,60,Garhwal + Uttaranchal,497000,0,2004
SANJAY GOYAL,IND,0,Not Given,0,Garhwal + Uttaranchal,0,0,2004
CHANDRA SINGH BISHT,SP, 1 ,12th Pass,43,Almora + Uttaranchal,309000,165000,2004
GULJAR KHAN,Rashtriya Swabhimaan Party,0,Not Given,38,Almora + Uttaranchal,100000,0,2004
KASHI SINGH AIRY,UKKD,0,Post Graduate,48,Almora + Uttaranchal,557001,886874,2004
KAUSTUBHANAND,IND,0,12th Pass,38,Almora + Uttaranchal,1038000,0,2004
PURUSHOTTAM SHARMA,CPI(ML)(L),0,Literate,43,Almora + Uttaranchal,103000,0,2004
RADHA DEVI,IND,0,10th Pass,51,Almora + Uttaranchal,1243500,0,2004
RATAN RAM,IND,0,8th Pass,52,Almora + Uttaranchal,286000,1000,2004
RENUKA RAWAT,INC,0,Graduate Professional,44,Almora + Uttaranchal,3082890,0,2004
K. C. SINGH BABA   Winner ,INC,0,12th Pass,58,Nainital + Uttaranchal,23708052,2906552,2004
BHAWAN SINGH BISHT,IND,0,10th Pass,26,Nainital + Uttaranchal,55000,0,2004
BHUWAN CHANDRA JOSHI,UKKD,0,Graduate Professional,35,Nainital + Uttaranchal,74723,26404,2004
CH. VIJAY PAL SINGH,IND,0,Post Graduate,49,Nainital + Uttaranchal,635000,0,2004
RAJESH SHUKLA,SP, 2 ,Graduate,33,Nainital + Uttaranchal,7344490,0,2004
RUPENDRA NAAGAR,SHS, 2 ,Post Graduate,32,Nainital + Uttaranchal,30000,0,2004
SHEESH PAL ARYA,IJP,0,12th Pass,44,Nainital + Uttaranchal,651560,0,2004
SYED  GULAM HASNAIN,BSP,0,Graduate Professional,48,Nainital + Uttaranchal,5865923,34154,2004
VIJAY BANSAL,BJP,0,Post Graduate,52,Nainital + Uttaranchal,12323481,32241,2004
