Candidate,Party,Criminal Cases,Education,Age,Constituency,Total Assets,Liabilities,Year
CHINCHOLLI SANTOSHKUMAR SAHEBGOUDA,IND,0,12th Pass,25,Bagalkot + Karnataka,0,0,2009
FAROOQ PAKALI,BSP,0,5th Pass,33,Bagalkot + Karnataka,6371000,1950000,2009
HIREMATH RENUKARADHYA SHARANAYYA,IND,0,12th Pass,29,Bagalkot + Karnataka,600000,518000,2009
JAGADISH TIMMANAGOUDA PATIL,INC,0,Graduate,59,Bagalkot + Karnataka,30411328,2328333,2009
MANOHAR HUCHCHAPPA AYYANNAVAR,IND,0,Graduate Professional,51,Bagalkot + Karnataka,3380000,0,2009
PANDIT SHIVAPPA BODALI,IND,0,10th Pass,33,Bagalkot + Karnataka,0,0,2009
PARASHURAM JALAGAR,PPOI,0,10th Pass,48,Bagalkot + Karnataka,11415000,1000000,2009
SANGMESH GURUPADAPPA BHAVIKATTI,IND,0,Not Given,29,Bagalkot + Karnataka,630000,10000,2009
SANNAGOUDAR GURURAJ SATTYAPPAGOUDA,IND,0,12th Pass,27,Bagalkot + Karnataka,20000,0,2009
SHANKAR BHIMAPPA TELI,IND,0,12th Pass,33,Bagalkot + Karnataka,8000000,0,2009
SHIVAKUMAR CHANNABASAPPA UDASI   Winner ,BJP,0,Graduate,42,Haveri + Karnataka,323361935,33833437,2009
ALLABAX TIMMAPUR,IND,0,12th Pass,34,Haveri + Karnataka,1600500,350000,2009
ASHOK MALLAPPA JAVALI,NCP,0,Graduate,43,Haveri + Karnataka,974000,0,2009
BASAVARAJ SHANKRAPPA DESAI,IND,0,10th Pass,38,Haveri + Karnataka,128000,70000,2009
FAKKIRESH SHAMBHU BIJAPUR,IND,0,Graduate Professional,39,Haveri + Karnataka,755000,0,2009
IGAL DILLPPA KARIYAPPA,BSP,0,Literate,52,Haveri + Karnataka,2410000,0,2009
JAGADEESH YANKAPPA DODDAMANI,IND,0,10th Pass,35,Haveri + Karnataka,1417000,0,2009
K.N.BADIGER,IND,0,Graduate,28,Haveri + Karnataka,279210,0,2009
KRISHNAJI RAGHAVENDRARAO OMKAR,ABHM,0,Not Given,32,Haveri + Karnataka,911000,0,2009
PRABHU K PATIL,JD(U),0,10th Pass,31,Haveri + Karnataka,5217000,0,2009
SALEEM AHAMAD,INC,0,Graduate,45,Haveri + Karnataka,19386400,0,2009
SHIVAKUMARGOUDA SHIDDALINGANGOUDA PATIL,JD(S),0,Graduate,42,Haveri + Karnataka,10401836,3404000,2009
Pralhad Joshi   Winner ,BJP,0,Graduate,46,Dharwad + Karnataka,14412674,3182357,2009
ALI M.SANDIMANI,IND,0,Not Given,30,Dharwad + Karnataka,1470000,40000,2009
ASHOK VISHNUSA BADDI,IND,0,10th Pass,38,Dharwad + Karnataka,413648,0,2009
BAGWAN NASIR PAPULSAB,IND,0,10th Pass,51,Dharwad + Karnataka,223000000,2440000,2009
BASANAGOUDA MUDIGOUDA HANASI,IND,0,Graduate,63,Dharwad + Karnataka,3480316,1057000,2009
BASAVARAJ RAMANNA BALANNAVAR,IND,0,5th Pass,30,Dharwad + Karnataka,436250,18000,2009
GURUPADAGOUDA VENKANAGOUDA PATIL,IND,0,5th Pass,62,Dharwad + Karnataka,118215000,0,2009
HANMANTSA CHANDRAKANTSA NIRANJAN,JD(U),0,Graduate,40,Dharwad + Karnataka,9395000,1346000,2009
IBRAHIM KALLIMANI,IND,0,Graduate,32,Dharwad + Karnataka,87000,0,2009
J. BHASKAR,IND,0,8th Pass,39,Dharwad + Karnataka,5000,0,2009
KASHIMSAB MULLA,BSP,0,8th Pass,61,Dharwad + Karnataka,10065000,8500,2009
Kunnur Manjunath Channappa,INC, 1 ,Graduate Professional,55,Dharwad + Karnataka,28558354,4963000,2009
RAMACHANDRA KALINGAPPA MAHAR,IND,0,Not Given,59,Dharwad + Karnataka,3056554,29711,2009
SHANKARAPPA GURUSHIDDAPPA YADAVANNAVAR,IND,0,5th Pass,50,Dharwad + Karnataka,4705000,0,2009
TALAKALLAMATH MAHESH GURUPADAYYA,NCP,0,Not Given,52,Dharwad + Karnataka,2800000,62000,2009
ZAMEER KHAN,IND,0,Not Given,28,Dharwad + Karnataka,15000,0,2009
Siddeswara.G.M   Winner ,BJP,0,10th Pass,56,Davanagere + Karnataka,140248867,4263675,2009
ALUR M.G. SWAMY,IND,0,Not Given,62,Davanagere + Karnataka,3200000,70000,2009
ARUNDI NINGAPPA,IND,0,Graduate,77,Davanagere + Karnataka,1700000,0,2009
B. GNANA PRAKASH,IND,0,Post Graduate,30,Davanagere + Karnataka,685000,11000,2009
DR. SRIDHARA UDUPA,IND,0,Post Graduate,56,Davanagere + Karnataka,820000,0,2009
DR.RAJU C.,IND,0,Graduate,44,Davanagere + Karnataka,1640000,132249,2009
G. N. SIDDESH,IND,0,12th Pass,42,Davanagere + Karnataka,6149100,4078000,2009
H K KENCHVEERAPPA HEBBALU,IND,0,10th Pass,65,Davanagere + Karnataka,1100000,0,2009
H. ESWARAPPA BOVI,IND,0,Literate,54,Davanagere + Karnataka,605000,0,2009
H. NAGARAJ PALEGARA,IND,0,10th Pass,30,Davanagere + Karnataka,0,0,2009
H.M. EHSANULLA PATEL,IND,0,8th Pass,53,Davanagere + Karnataka,1545000,10000,2009
IDLI RAMAPPA,CPI(ML)(L),0,Graduate,46,Davanagere + Karnataka,480000,55000,2009
INAYAT ALI KHAN,IND,0,12th Pass,31,Davanagere + Karnataka,230000,15000,2009
JAYANNA ITAGI,IND,0,Graduate,38,Davanagere + Karnataka,4855000,234363,2009
K.B. Kallerudreshappa,JD(S),0,Graduate,49,Davanagere + Karnataka,11757000,6122279,2009
L.S MALLIKARJUN,IND,0,Graduate Professional,39,Davanagere + Karnataka,360000,0,2009
M. NAGARAJAPPA,IND,0,10th Pass,46,Davanagere + Karnataka,0,20000,2009
Mallikarjun.S.S,INC, 1 ,Graduate,42,Davanagere + Karnataka,357848779,138105045,2009
MARUTHI H.,IND,0,12th Pass,51,Davanagere + Karnataka,180000,0,2009
S. CHANDRASHEKARAPPA,IND,0,Graduate,59,Davanagere + Karnataka,223500,0,2009
SUBHAN KHAN,IND,0,Post Graduate,45,Davanagere + Karnataka,1140000,0,2009
SUDESH G.M.,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,10th Pass,31,Davanagere + Karnataka,90000,250000,2009
VEERESH T.,IND,0,12th Pass,35,Davanagere + Karnataka,50000,0,2009
YOGESHWARA RAO SINDHE,IND,0,10th Pass,42,Davanagere + Karnataka,140000,0,2009
B.Y. RAGHAVENDRA   Winner ,BJP,0,Graduate Professional,36,Shimoga + Karnataka,66273401,4234969,2009
AKHIL AHMED,IND,0,Graduate,45,Shimoga + Karnataka,1513500,105000,2009
C. MURUGAN,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,12th Pass,29,Shimoga + Karnataka,25000,0,2009
D S Eswarappa,IND,0,12th Pass,41,Shimoga + Karnataka,10069604,255893,2009
DINESH KUMAR N,IND,0,Not Given,40,Shimoga + Karnataka,6797950,812020,2009
H S SHEKARAPPA,IND,0,5th Pass,47,Shimoga + Karnataka,2676000,500000,2009
J JAYAPPA,BSP,0,12th Pass,40,Shimoga + Karnataka,273600,0,2009
M S Mainuddin,IND,0,8th Pass,35,Shimoga + Karnataka,50000,0,2009
M.P.SRIDHAR,IND,0,Post Graduate,44,Shimoga + Karnataka,17000,5000,2009
Manjappa S,IND,0,Literate,58,Shimoga + Karnataka,50000,0,2009
S Bangarappa,INC,0,Graduate,76,Shimoga + Karnataka,6754817,0,2009
UMESH KUMAR.S,IND,0,Graduate,39,Shimoga + Karnataka,6090000,0,2009
D.V.Sadananda Gowda   Winner ,BJP,0,Graduate Professional,56,Udupi Chikmagalur + Karnataka,14375959,2486447,2009
COMRADE//UMESH KUMAR,IND,0,12th Pass,38,Udupi Chikmagalur + Karnataka,61000,0,2009
DR. SRIDHARA UDUPA,IND,0,Post Graduate,56,Udupi Chikmagalur + Karnataka,900000,0,2009
K. JAYAPRAKASH HEGDE,INC,0,Graduate Professional,57,Udupi Chikmagalur + Karnataka,24182562,3139703,2009
K.GANAPATHI SHETTIGAR,IND,0,5th Pass,58,Udupi Chikmagalur + Karnataka,1502500,25000,2009
Smt. RADHA,CPI,0,12th Pass,49,Udupi Chikmagalur + Karnataka,1862000,0,2009
SRINIVAS POOJARY,IND,0,5th Pass,51,Udupi Chikmagalur + Karnataka,2840000,1750000,2009
STEVEN JOHN MENEZES,BSP,0,Graduate,43,Udupi Chikmagalur + Karnataka,5070412,1000000,2009
VINAYAK MALLYA,IND,0,8th Pass,27,Udupi Chikmagalur + Karnataka,215000,25000,2009
H. D. Devegowda   Winner ,JD(S),0,Others,76,Hassan + Karnataka,19624664,6499000,2009
A. P. Ahamed,BSP,0,5th Pass,66,Hassan + Karnataka,1100000,300000,2009
AIJAZ AHMED FAROOQI,IND,0,12th Pass,52,Hassan + Karnataka,770000,400000,2009
B. C. VIJAYAKUMARA,IND,0,12th Pass,43,Hassan + Karnataka,70000,0,2009
DANDORA VIJAYAKUMAR,IND,0,12th Pass,33,Hassan + Karnataka,70000,0,2009
DEVARAJA. P. B,IND,0,Post Graduate,26,Hassan + Karnataka,0,0,2009
K. D.REVANNA,IND,0,Not Given,34,Hassan + Karnataka,1320000,0,2009
K. H. Hanumegowda,BJP,0,Graduate,78,Hassan + Karnataka,8935000,300000,2009
KODIHALLI CHANDRASHEKAR,IND,0,12th Pass,50,Hassan + Karnataka,1860000,500000,2009
KURUBARA KALENAHALLI KOVI BABANNA,IND,0,Illiterate,47,Hassan + Karnataka,2500000,0,2009
M. MAHESH (HARSHA),IND,0,Not Given,38,Hassan + Karnataka,0,0,2009
RAJANI NARAYANAGOWDA,IND,0,12th Pass,34,Hassan + Karnataka,0,0,2009
Nalin Kumar Kateel   Winner ,BJP, 1 ,10th Pass,42,Dakshina Kannada + Karnataka,5391279,2844596,2009
Ananda Gatty,IND,0,Graduate Professional,59,Dakshina Kannada + Karnataka,1397499,107000,2009
Dr Thirumala Raya Halemane,IND,0,Post Graduate,55,Dakshina Kannada + Karnataka,39915000,12420000,2009
Dr U.P.Shivananda,IND, 4 ,Graduate Professional,59,Dakshina Kannada + Karnataka,19613000,4386000,2009
Girish A.Rai,BSP,0,Post Graduate,47,Dakshina Kannada + Karnataka,51899000,1759457,2009
Janardhana Poojary,INC, 1 ,Graduate Professional,71,Dakshina Kannada + Karnataka,3802578,0,2009
K RAMA BHAT URIMAJALU,IND,0,Graduate,78,Dakshina Kannada + Karnataka,6359884,60000,2009
Madhava B.,CPM,0,Post Graduate,71,Dakshina Kannada + Karnataka,2062773,0,2009
MOHAMMED SALI,IND,0,5th Pass,40,Dakshina Kannada + Karnataka,200000,0,2009
SUBRAHMANYA KUMAR KUNTIKANAMATA,IND,0,Post Graduate,36,Dakshina Kannada + Karnataka,952000,0,2009
VASUDEVA GOWDA M. P.,IND,0,12th Pass,49,Dakshina Kannada + Karnataka,614000,0,2009
N Chaluvarayaswamy   Winner ,JD(S), 15 ,12th Pass,49,Mandya + Karnataka,54168804,4125000,2009
Balasubramanian,IND,0,12th Pass,38,Mandya + Karnataka,3825000,0,2009
H S RAMANNA,PPOI,0,12th Pass,45,Mandya + Karnataka,61000,0,2009
JOHNSON CHINNAPPAN,Akhila India Jananayaka Makkal Katchi (Dr. Is,0,Graduate,32,Mandya + Karnataka,145000,0,2009
K S PUTTANNAIAH,SKP,0,Graduate,60,Mandya + Karnataka,14563381,4180596,2009
Kowdley Channappa,JD(U),0,Graduate,60,Mandya + Karnataka,1300000,5000,2009
L R Shivaramegowda,BJP, 1 ,12th Pass,53,Mandya + Karnataka,222296947,3254728,2009
M KRISHNAMURTHY,BSP,0,Post Graduate,35,Mandya + Karnataka,318000,0,2009
M.H.Ambareesh,INC,0,12th Pass,57,Mandya + Karnataka,24785720,0,2009
Shakunthala,IND,0,10th Pass,29,Mandya + Karnataka,50000,0,2009
SHAMBHULINGEGOWDA,IND,0,Not Given,48,Mandya + Karnataka,10000,0,2009
VENKATESH R,IND,0,10th Pass,37,Mandya + Karnataka,486668,0,2009
ADAGUR H. VISWANATH   Winner ,INC,0,Graduate Professional,59,Mysore + Karnataka,28291172,7367061,2009
ARSHAD ULLA SHARIFF,BPJP,0,Not Given,39,Mysore + Karnataka,29900000,0,2009
B A JIVIJAYA,JD(S),0,Graduate,71,Mysore + Karnataka,29939089,5305825,2009
C.H.VIJAYA SHANKAR,BJP,0,Graduate Professional,53,Mysore + Karnataka,17493189,2969040,2009
Dr.E KESHAMMA,RDMP,0,Doctorate,32,Mysore + Karnataka,183000,0,2009
M LEELAVATHI,PPOI,0,Not Given,51,Mysore + Karnataka,339516,175000,2009
M V SANTHOSH KUMAR,IND,0,Graduate,27,Mysore + Karnataka,5000,25000,2009
P.N.SRINATH-PATHRIKE,IND,0,Graduate,39,Mysore + Karnataka,280000,0,2009
P.PARSHIVAMURTHY,RKSP,0,Post Graduate,41,Mysore + Karnataka,30000,0,2009
RAFEEQ,IND, 1 ,Not Given,27,Mysore + Karnataka,55000,0,2009
SANTHOSH KUMAR.P,IND,0,10th Pass,35,Mysore + Karnataka,1135000,500000,2009
SYED NIZAM ALI,BSP,0,Graduate,51,Mysore + Karnataka,7345000,1857207,2009
R.DHRUVANARAYANA   Winner ,INC,0,Post Graduate,48,Chamarajanagar + Karnataka,16729619,3896431,2009
BHEEMAIAH,IND,0,10th Pass,60,Chamarajanagar + Karnataka,1267000,75000,2009
CHOWDAHALLI JAVARAIAH,CPI(ML)(L),0,Graduate,37,Chamarajanagar + Karnataka,562543,165000,2009
Dr.M.C.RAJANNA,IND,0,Post Graduate,62,Chamarajanagar + Karnataka,5772000,0,2009
K.C.SHIVANANDA,JD(U),0,12th Pass,37,Chamarajanagar + Karnataka,1361000,505260,2009
M.K.KEMPASIDDAIAH,SP,0,Post Graduate,73,Chamarajanagar + Karnataka,14200000,113350,2009
M.SHIVANNA(KOTE),JD(S), 2 ,Graduate Professional,55,Chamarajanagar + Karnataka,17154377,3613836,2009
N MAHESH,BSP,0,Post Graduate,53,Chamarajanagar + Karnataka,5155619,0,2009
P.B.YOGENDRA,IND,0,Graduate,35,Chamarajanagar + Karnataka,9000,0,2009
PURUSHOTHAMA R,IND,0,Graduate,28,Chamarajanagar + Karnataka,1622000,0,2009
R JAGADISH NAIK,BSC,0,10th Pass,32,Chamarajanagar + Karnataka,7556785,3000000,2009
RAMESH M,IND,0,Graduate,32,Chamarajanagar + Karnataka,76841,0,2009
SUBBAIAH,IND,0,10th Pass,41,Chamarajanagar + Karnataka,0,0,2009
VISHWA MOHAN KUMAR   Winner ,JD(U),0,Post Graduate,47,Supaul + Bihar,6689616,440179,2009
ARBIND KUMAR,IND,0,Post Graduate,37,Supaul + Bihar,7012200,0,2009
ASHOK MAHTO,BSP,0,Others,42,Supaul + Bihar,616500,85000,2009
ASHOK PANKAJ,IND,0,Graduate,44,Supaul + Bihar,2515567,485700,2009
BALRAM SINGH YADAV,CPM, 7 ,Graduate,54,Supaul + Bihar,3690643,50000,2009
BHIM KUMAR GUPTA,IND,0,10th Pass,31,Supaul + Bihar,160000,0,2009
MANJU DEVI,IJP,0,12th Pass,32,Supaul + Bihar,457600,0,2009
NARAYAN MANDAL,SHS,0,12th Pass,44,Supaul + Bihar,3671600,0,2009
RAMCHANDRA PRASAD SINGH,IND, 1 ,8th Pass,69,Supaul + Bihar,263992,0,2009
RAMDEO SHARMA,IND,0,12th Pass,51,Supaul + Bihar,95000,0,2009
RANJEET RANJAN,INC, 1 ,12th Pass,32,Supaul + Bihar,1537688,0,2009
SHARVAN KUMAR CHOUDHARY,JD(S),0,Graduate,33,Supaul + Bihar,21765000,0,2009
SURESH KUMAR AZAD,IND,0,Graduate Professional,40,Supaul + Bihar,364338,30146,2009
SURESH PRASAD MEHTA,LTSD,0,Graduate Professional,44,Supaul + Bihar,4936000,0,2009
SURYA NARAYAN YADAV,LJP,0,Graduate,55,Supaul + Bihar,8228805,300000,2009
VIJAY KUMAR CHOUDHARY,IND,0,10th Pass,36,Supaul + Bihar,70000,0,2009
PRADEEP KUMAR SINGH   Winner ,BJP, 3 ,10th Pass,43,Araria + Bihar,257014,764726,2009
DINESH RATHOUR,IND, 22 ,Literate,31,Araria + Bihar,180000,0,2009
KANHAIYA KUMAR DAS,IND,0,Others,27,Araria + Bihar,541000,275000,2009
MD. SAJJAD,IND, 2 ,Literate,56,Araria + Bihar,460825,0,2009
NAND LAL PASWAN,IND,0,Literate,47,Araria + Bihar,65000,0,2009
NITYA NAND BISHWAS,IND,0,Literate,46,Araria + Bihar,425000,0,2009
OM PRAKASH,IND,0,12th Pass,37,Araria + Bihar,1452313,0,2009
SADA NAND CHOUDHARY,IND,0,Graduate,50,Araria + Bihar,233574,0,2009
SADHANA DEVI,IND,0,10th Pass,34,Araria + Bihar,89000,0,2009
SANJAY KUMAR JHA,IND,0,Graduate,38,Araria + Bihar,807000,0,2009
SATYA NARAYAN WRITER,IND, 1 ,Post Graduate,35,Araria + Bihar,800000,0,2009
SUKDEO PASWAN,IND, 1 ,10th Pass,56,Araria + Bihar,20216835,903414,2009
VIJAY SAH,IND,0,8th Pass,32,Araria + Bihar,25200,0,2009
MOHAMMAD ASRARUL HAQUE   Winner ,INC,0,Post Graduate,62,Kishanganj + Bihar,3646860,0,2009
ABDUL RAJJAK URF KAL,IND,0,Literate,39,Kishanganj + Bihar,100000,0,2009
ABHINAV MODI,IND, 2 ,Graduate,32,Kishanganj + Bihar,9320,103297,2009
ASGAR MALIK,IND,0,Graduate,43,Kishanganj + Bihar,2382920,36752,2009
CHOTAY LAL MAHTO,IND,0,Not Given,32,Kishanganj + Bihar,127500,0,2009
MD. TASLIMUDDIN,IND,0,Literate,46,Kishanganj + Bihar,500000,0,2009
MOHAMMAD KHASHIUR RAHMAN,Samajwadi Janata Party (Rashtriya),0,Graduate,72,Kishanganj + Bihar,1231162,0,2009
MOHAMMAD NISSAR ALAM,JMM,0,8th Pass,25,Kishanganj + Bihar,206500,45000,2009
RAJIT PODAR,Akhil Bharatiya Ashok Sena,0,12th Pass,39,Kishanganj + Bihar,480700,50000,2009
SIKANDER SINGH,IND, 10 ,10th Pass,43,Kishanganj + Bihar,17119702,947928,2009
SYED MAHMOOD ASHRAF,JD(U), 3 ,Others,44,Kishanganj + Bihar,7917000,2950000,2009
TAMAJUL ALI,BJJD,0,Others,69,Kishanganj + Bihar,0,0,2009
TASLEEMUDDIN,RJD, 5 ,Literate,67,Kishanganj + Bihar,5553212,237806,2009
VISHWANATH KEJRIWAL,IND,0,Graduate,74,Kishanganj + Bihar,9340000,0,2009
ZUBAIR ALAM,BSP, 1 ,Post Graduate,54,Kishanganj + Bihar,3025250,0,2009
NIKHIL KUMAR CHOUDHARY   Winner ,BJP, 4 ,Graduate,63,Katihar + Bihar,8018754,802308,2009
AHMAD ASHFAQUE KARIM,LJP,0,Graduate,53,Katihar + Bihar,33733000,5444000,2009
BABU LAL MARANDI,IND,0,Not Given,33,Katihar + Bihar,55000,0,2009
CHANDU MURMU,IND,0,10th Pass,43,Katihar + Bihar,56300,0,2009
HIMRAJ SINGH,IND,0,12th Pass,49,Katihar + Bihar,734282,838532,2009
MAHBOOB ALAM,CPI(ML)(L), 9 ,12th Pass,52,Katihar + Bihar,145500,0,2009
MANOJ PARASAR,IND,0,Doctorate,44,Katihar + Bihar,555000,213000,2009
MOHAMMAD HAMID MUBARAK,IND,0,Others,33,Katihar + Bihar,376500,0,2009
MUNNI DEVI,Akhil Bharatiya Jan Sangh,0,Literate,35,Katihar + Bihar,738000,0,2009
OM PRAKASH PODDAR,BJJD,0,Doctorate,38,Katihar + Bihar,50000,0,2009
PHOOLO DEVI,IND,0,Literate,40,Katihar + Bihar,701600,0,2009
RAJESH GURNANI,LTSD,0,Post Graduate,34,Katihar + Bihar,940000,350000,2009
RAJGIRI SINGH,IND,0,Graduate,53,Katihar + Bihar,210890,0,2009
SHAH TARIQ ANWAR,NCP, 1 ,Graduate,58,Katihar + Bihar,24649607,150227,2009
SUNIL KUMAR CHOUDHARY,IND,0,10th Pass,39,Katihar + Bihar,184500,0,2009
UDAY SINGH ALIAS PAPPU SINGH   Winner ,BJP, 2 ,12th Pass,57,Purnia + Bihar,419130669,1410120,2009
ABDUL SATTAR,IND,0,Graduate,57,Purnia + Bihar,323000,0,2009
ALIMUDDIN ANSARI,IND,0,10th Pass,54,Purnia + Bihar,810360,0,2009
ANIL KUMAR BHARTI,RVNP,0,Not Given,33,Purnia + Bihar,5730000,0,2009
JAGDISH PRASAD YADAV,IND,0,Graduate,63,Purnia + Bihar,950522,0,2009
JIVACHH PASWAN,IND,0,10th Pass,39,Purnia + Bihar,448000,53000,2009
KAUSHALYA DEVI,IND,0,12th Pass,39,Purnia + Bihar,808450,89000,2009
MADHAVI SARKAR,CPI(ML)(L), 3 ,12th Pass,50,Purnia + Bihar,2171600,545184,2009
MD. AISUR RAHMAN,IND,0,Post Graduate,43,Purnia + Bihar,1800518,3000,2009
PRAMOD NARAYAN PODDAR,IND,0,Graduate,52,Purnia + Bihar,2655000,0,2009
SHANKAR JHA,LJP, 4 ,Graduate,48,Purnia + Bihar,80438733,19623457,2009
SHANTI PRIYA,IND,0,10th Pass,49,Purnia + Bihar,7929237,0,2009
SHIEKH AKBAR ALI,IND,0,5th Pass,26,Purnia + Bihar,103000,0,2009
SUNIL KUMAR,IND,0,Graduate,30,Purnia + Bihar,10000,0,2009
UPENDRA NATH SAGAR,IND,0,Graduate,60,Purnia + Bihar,4955038,0,2009
SHARAD YADAV   Winner ,JD(U), 1 ,Graduate Professional,61,Madhepura + Bihar,14107050,0,2009
BALWANT GADHWAL,IND,0,Not Given,29,Madhepura + Bihar,2039000,0,2009
BINOD KUMAR JHA,BSP,0,Graduate,42,Madhepura + Bihar,1008600,192048,2009
DHANOJ KUMAR TANTI,RVNP,0,12th Pass,26,Madhepura + Bihar,133834,22000,2009
DHRUVA KUMAR GUPTA,IND,0,Post Graduate,43,Madhepura + Bihar,40200600,0,2009
DR.TARA NAND SADA,INC,0,Doctorate,52,Madhepura + Bihar,3021034,0,2009
KARPURI RISHIDEO,IND,0,12th Pass,28,Madhepura + Bihar,483000,0,2009
KISHOR KUMAR,IND, 14 ,Graduate,33,Madhepura + Bihar,1808464,0,2009
MAHADEO YADAV,IND,0,12th Pass,45,Madhepura + Bihar,2649310,51000,2009
N.K.SINGH,Samata Party,0,Not Given,66,Madhepura + Bihar,12574652,0,2009
OMPRAKASH NARAYAN,CPI, 8 ,Post Graduate,44,Madhepura + Bihar,1407320,0,2009
PRASANN KUMAR,IND,0,Post Graduate,54,Madhepura + Bihar,3765375,0,2009
PROF. RAVINDRA CHARAN YADAV,RJD,0,Doctorate,49,Madhepura + Bihar,4907846,3036801,2009
RAJO SAH,LTSD,0,12th Pass,30,Madhepura + Bihar,1925139,0,2009
RAVINDRA KUMAR,RSWD,0,Graduate,33,Madhepura + Bihar,456000,22000,2009
SAAKAR SURESH YADAV,IND,0,Graduate,32,Madhepura + Bihar,8763582,0,2009
DR. MONAZIR HASSAN   Winner ,JD(U),0,Doctorate,51,Begusarai + Bihar,3583898,1682852,2009
AMITA BHUSHAN,INC,0,Post Graduate,38,Begusarai + Bihar,2470296,0,2009
AMIYA KASHYAP (BIKKI),IND,0,Graduate,29,Begusarai + Bihar,212200,0,2009
ANIL CHAUDHARY,LJP,0,12th Pass,54,Begusarai + Bihar,866519,600000,2009
ARUN KUMAR,IND,0,10th Pass,45,Begusarai + Bihar,2670334,60703,2009
ASHOK SAH,IND,0,5th Pass,36,Begusarai + Bihar,228000,0,2009
CHANDRASHEKHAR MAHTO,BSP, 1 ,Graduate Professional,62,Begusarai + Bihar,1455324,414851,2009
KISHORI PRASHAD MAHTO,LTSD,0,12th Pass,56,Begusarai + Bihar,3719502,0,2009
NARAYAN PRASAD HISARIYA,IND, 3 ,10th Pass,57,Begusarai + Bihar,1338890,0,2009
NARENDRA KUMAR SINGH ALIAS BOGO SINGH,IND, 11 ,Post Graduate,42,Begusarai + Bihar,11137075,1312448,2009
RADHA RAMAN PASWAN,IND,0,Graduate Professional,61,Begusarai + Bihar,8913500,0,2009
RAM DAYAL BHARTI,IND,0,12th Pass,36,Begusarai + Bihar,515000,0,2009
RAM NARESH PRASAD SINGH,IND,0,Graduate,60,Begusarai + Bihar,1364000,0,2009
RAM SAH,RPP,0,5th Pass,61,Begusarai + Bihar,1265000,0,2009
RAMSHRAYA NISHAD,IND,0,8th Pass,50,Begusarai + Bihar,825000,0,2009
RANJEET PASWAN,IND,0,12th Pass,31,Begusarai + Bihar,90000,0,2009
SAJJAN CHAUDHARY,IND,0,8th Pass,34,Begusarai + Bihar,832000,325000,2009
SHATRUGHAN PRASAD SINGH,CPI,0,Graduate,68,Begusarai + Bihar,801634,0,2009
DINESH CHANDRA YADAV   Winner ,JD(U),0,Others,50,Khagaria + Bihar,6305253,15922,2009
ASARFI PRASAD MEHTA,BSP, 2 ,Graduate,63,Khagaria + Bihar,14115817,0,2009
BABLOO PASWAN,NBNP,0,8th Pass,35,Khagaria + Bihar,335000,0,2009
BHARAT KUMAR YADAV,KVSP, 2 ,Graduate,52,Khagaria + Bihar,12419741,0,2009
GULAB RAJ,IND, 3 ,Graduate Professional,31,Khagaria + Bihar,321500,0,2009
HARI NANDAN SINGH,Samajwadi Janata Party (Rashtriya),0,Graduate,61,Khagaria + Bihar,657000,0,2009
LAL BAHADUR HIMALAYA,RDMP,0,Post Graduate,38,Khagaria + Bihar,3590000,115000,2009
MANJU KUMARI,IND,0,Literate,31,Khagaria + Bihar,1175000,0,2009
NAIMUDDIN,IND,0,10th Pass,42,Khagaria + Bihar,273028,0,2009
NEHA CHAUHAN,IND, 2 ,Post Graduate,27,Khagaria + Bihar,578000,0,2009
"PAWAN KUMAR ""SUMAN""",Akhil Bharatiya Desh Bhakt Morcha, 2 ,Graduate,33,Khagaria + Bihar,317000,0,2009
PRADUMNA KUMAR,IND,0,12th Pass,31,Khagaria + Bihar,8783000,378000,2009
RAM NANDAN YADAV,IND, 20 ,Literate,45,Khagaria + Bihar,1980000,50000,2009
RAVINDAR KR. RANA,RJD, 8 ,Graduate Professional,62,Khagaria + Bihar,9950448,2645058,2009
SANGRAM KUMAR,IND,0,Graduate,27,Khagaria + Bihar,5000,0,2009
SANJAY YADAV,IND, 15 ,Literate,41,Khagaria + Bihar,630000,50000,2009
SURESH PODDAR,IND, 1 ,12th Pass,47,Khagaria + Bihar,2943500,0,2009
SYED SHAHNAWAZ HUSSAIN   Winner ,BJP,0,10th Pass,40,Bhagalpur + Bihar,7472000,101000,2009
DEEPAK RAM,BSP(K),0,Graduate,40,Bhagalpur + Bihar,0,0,2009
DR. N. K. YADAV,IND, 1 ,Doctorate,44,Bhagalpur + Bihar,18562039,0,2009
INDRADEO KUMAR SINGH,IND,0,Graduate Professional,30,Bhagalpur + Bihar,45000,0,2009
LADDU,IND,0,Literate,27,Bhagalpur + Bihar,5000,0,2009
MD. IZRAIL,LTSD, 1 ,8th Pass,49,Bhagalpur + Bihar,2466500,0,2009
RAM VILASH PASWAN,RWS,0,8th Pass,45,Bhagalpur + Bihar,2250000,0,2009
RAMAN SAH,BJJD, 1 ,Graduate Professional,44,Bhagalpur + Bihar,1044133,0,2009
SADANAND SINGH,INC, 1 ,Graduate,64,Bhagalpur + Bihar,11368807,0,2009
SHAKUNI CHOUDHARY,RJD, 5 ,10th Pass,64,Bhagalpur + Bihar,10315696,0,2009
SUBODH ROY,CPM,0,Graduate,65,Bhagalpur + Bihar,980736,0,2009
AMRESHWAR KUMAR,JGP,0,Graduate,29,Banka + Bihar,247490,0,2009
