Day,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F)
19/06/2009,58.1,44,35.8,29.7,5.2,8.1,255,0.93,5.08,0.0,68.4,46.7,61,27,29.78,29.599,21.9,31.0,78.7
20/06/2009,54.5,70,44.6,29.6,2.2,3.6,248,0.98,5.13,0.01,64.3,46.1,92,49,29.739,29.543000000000006,18.4,21.0,64.3
21/06/2009,61.4,41,36.0,29.6,8.2,11.5,243,0.98,5.13,0.0,73.7,49.9,75,19,29.69,29.511,27.6,36.0,79.0
22/06/2009,61.2,52,38.9,29.7,5.2,7.7,208,0.98,5.13,0.0,77.0,39.8,89,14,29.819000000000006,29.609,26.5,37.0,79.0
23/06/2009,60.0,60,43.1,29.8,3.5,4.9,64,1.01,5.16,0.01,76.5,41.1,93,22,29.895,29.66,19.6,25.0,79.1
24/06/2009,62.8,53,42.9,29.9,4.3,5.6,26,1.01,5.16,0.0,78.6,42.8,88,19,29.958,29.774,13.8,20.0,79.1
25/06/2009,61.0,66,48.5,29.8,4.9,5.6,4,1.3,5.45,0.04,78.1,47.3,88,31,29.944000000000006,29.683000000000003,13.8,20.0,78.7
26/06/2009,61.1,62,46.7,29.7,5.9,6.7,334,1.42,5.57,0.01,75.0,49.5,92,32,29.804,29.572,19.6,25.0,79.1
27/06/2009,63.9,43,39.0,29.9,8.5,8.6,357,1.42,5.57,0.0,76.1,53.6,70,14,30.001,29.697,18.4,26.0,79.0
28/06/2009,62.0,56,43.6,29.9,7.0,8.3,22,1.42,5.57,0.0,75.3,42.8,92,27,30.049,29.78,13.8,20.0,78.6
29/06/2009,62.5,49,39.7,29.8,4.7,5.7,21,1.43,5.58,0.01,78.8,43.2,86,16,29.947,29.731,20.7,29.0,79.0
30/06/2009,63.0,37,31.5,29.8,3.9,5.1,25,1.43,5.58,0.0,81.2,40.6,74,11,29.93,29.689,16.1,24.0,79.1
1/07/2009,62.0,46,37.5,29.8,4.9,6.0,359,0.04,5.61,0.01,79.2,41.2,91,15,29.881,29.686,24.2,30.0,79.2
2/07/2009,58.8,75,50.0,29.9,4.6,4.6,0,0.29,5.86,0.02,75.8,44.9,94,41,30.09,29.79,11.5,12.0,78.2
3/07/2009,60.9,68,49.1,29.9,5.2,5.8,334,0.39,5.96,0.01,73.1,53.2,92,39,29.948,29.773000000000003,19.6,26.0,78.9
4/07/2009,56.2,79,49.7,30.0,4.8,5.3,12,0.78,6.36,0.03,66.8,45.7,92,58,30.078000000000007,29.858,13.8,20.0,77.3
5/07/2009,55.7,75,47.1,30.0,4.0,5.1,36,0.78,6.36,0.0,69.3,41.6,95,47,30.115,29.845,17.3,25.0,78.2
6/07/2009,59.2,56,40.5,29.8,5.1,6.7,348,0.78,6.36,0.0,74.0,41.2,94,20,29.995,29.654,26.5,33.0,79.1
7/07/2009,62.5,51,40.0,29.7,4.6,5.8,337,0.78,6.36,0.0,81.4,42.2,82,13,29.831,29.605,18.4,28.0,79.3
8/07/2009,65.5,43,34.8,29.7,8.7,10.1,315,0.78,6.36,0.0,80.5,44.8,93,12,29.768,29.564,25.3,32.0,78.7
9/07/2009,60.4,55,43.1,29.8,9.8,10.1,4,0.78,6.36,0.0,75.8,40.9,86,28,29.834,29.678,15.0,20.0,78.2
10/07/2009,61.8,55,40.2,29.9,7.6,8.1,358,0.78,6.36,0.0,81.1,42.8,87,13,30.016,29.819000000000006,16.1,26.0,79.1
11/07/2009,66.1,49,41.9,29.9,5.0,6.0,10,0.78,6.36,0.0,85.3,46.7,87,14,30.109,29.792,18.4,24.0,82.2
12/07/2009,67.1,43,42.4,29.9,8.1,8.1,358,0.78,6.36,0.0,78.1,53.2,74,27,29.966,29.768,11.5,12.0,79.1
13/07/2009,63.5,54,42.7,29.8,10.9,12.0,344,0.8,6.38,0.01,82.6,43.8,88,21,29.992,29.623,17.3,25.0,80.3
14/07/2009,68.1,35,35.8,29.7,12.7,12.7,0,0.81,6.39,0.01,81.4,50.4,69,13,29.865,29.605,12.7,13.0,79.3
15/07/2009,64.9,37,31.9,29.9,12.7,12.7,0,0.81,6.39,0.0,81.7,42.5,77,9,29.972,29.839,12.7,13.0,79.3
16/07/2009,64.0,34,31.6,29.9,7.7,8.0,358,0.81,6.39,0.0,80.7,42.2,67,10,30.031,29.832,15.0,20.0,79.0
17/07/2009,63.0,38,34.6,30.0,3.3,3.7,7,0.81,6.39,0.0,78.3,42.8,67,13,30.063,29.905,17.3,24.0,79.1
18/07/2009,61.2,58,44.6,30.0,7.5,7.6,2,0.81,6.39,0.0,76.7,42.9,88,30,30.127,29.924,10.4,13.0,79.1
19/07/2009,66.4,43,37.9,29.9,3.8,3.8,360,0.81,6.39,0.0,84.7,43.8,87,14,29.996,29.678,10.4,10.0,81.7
20/07/2009,70.0,34,38.6,29.7,4.5,5.9,334,0.81,6.39,0.0,82.4,58.1,80,14,29.881,29.595,18.4,26.0,80.0
21/07/2009,59.5,74,50.5,29.9,2.6,3.1,39,0.82,6.4,0.01,70.3,52.8,89,47,29.927,29.811,11.5,17.0,78.1
22/07/2009,59.9,64,46.1,29.9,3.9,4.5,18,1.18,6.76,0.06,77.7,44.9,91,21,30.011,29.772,17.3,20.0,78.7
23/07/2009,63.5,51,42.3,29.9,4.1,5.1,26,1.25,6.83,0.04,80.1,45.2,86,20,30.015,29.724,18.4,26.0,79.1
24/07/2009,65.5,44,38.5,29.8,6.4,7.3,7,1.25,6.83,0.0,84.5,44.1,77,14,29.919,29.693,17.3,24.0,81.6
25/07/2009,59.3,72,49.6,29.9,7.4,7.9,11,1.7,7.28,0.04,72.5,48.0,93,51,30.075,29.787,17.3,20.0,78.2
26/07/2009,60.1,73,50.3,30.0,5.1,5.8,1,1.7,7.28,0.0,74.0,49.6,95,39,30.081,29.885,12.7,17.0,78.0
27/07/2009,56.9,72,47.0,30.0,4.5,5.1,13,1.88,7.46,0.07,73.3,44.5,93,42,30.119,29.838,20.7,21.0,78.4
28/07/2009,53.6,81,47.4,29.9,3.5,3.9,19,2.01,7.59,0.02,62.3,43.2,94,62,29.982,29.817,13.8,18.0,62.3
29/07/2009,49.8,88,46.3,29.9,4.8,5.1,19,2.25,7.83,0.01,59.8,43.6,94,64,30.028,29.797,12.7,16.0,59.8
30/07/2009,48.1,86,43.9,30.0,5.1,5.3,6,2.35,7.93,0.01,55.9,42.8,94,67,30.115,29.963,12.7,17.0,55.9
31/07/2009,55.0,66,41.1,29.9,5.8,7.1,338,2.37,7.95,0.01,72.5,39.3,95,24,30.075,29.826,24.2,26.0,79.0
1/08/2009,57.5,64,43.5,30.0,4.9,6.2,14,0.01,7.95,0.01,73.5,38.6,94,22,30.153,29.897,17.3,26.0,79.2
2/08/2009,65.3,39,34.5,29.8,5.5,7.5,322,0.01,7.95,0.0,82.2,43.3,82,13,29.938,29.659,19.6,26.0,79.8
3/08/2009,64.4,38,34.4,29.8,6.0,7.6,333,0.01,7.95,0.0,82.4,44.6,72,13,29.881,29.716,18.4,26.0,80.0
4/08/2009,61.9,51,40.7,29.9,5.3,6.2,4,0.06,8.0,0.02,81.6,44.9,74,15,29.971,29.81,16.1,22.0,79.5
5/08/2009,62.0,56,44.6,29.9,7.4,8.5,23,0.3,8.24,0.04,78.1,43.6,89,24,30.123,29.792,15.0,20.0,78.9
6/08/2009,61.2,73,50.7,29.8,9.8,10.5,0,0.3,8.24,0.0,80.5,50.1,93,27,29.876,29.647,16.1,22.0,79.4
7/08/2009,65.2,48,41.3,29.6,8.4,24.5,319,0.3,8.24,0.0,80.3,48.0,94,13,29.686,29.397,25.3,255.0,78.9
8/08/2009,63.6,30,29.0,29.6,5.6,55.9,321,0.3,8.24,0.0,73.0,44.8,62,11,29.783,29.314,21.9,255.0,77.7
9/08/2009,58.0,53,39.2,29.9,6.1,7.5,350,0.3,8.24,0.0,73.7,41.9,79,17,29.968000000000004,29.75,21.9,26.0,79.1
10/08/2009,60.5,57,43.2,30.0,4.3,5.3,26,0.3,8.24,0.0,72.6,45.5,91,20,30.047,29.869,11.5,17.0,78.9
11/08/2009,61.1,41,33.7,30.0,5.6,6.4,6,0.3,8.24,0.0,79.0,39.6,76,14,30.152,29.912,15.0,21.0,78.0
12/08/2009,64.5,31,27.9,29.9,6.0,7.5,340,0.3,8.24,0.0,84.7,41.3,64,9,30.067,29.789,18.4,25.0,81.7
13/08/2009,63.1,35,33.4,29.8,2.1,2.9,36,0.3,8.24,0.0,81.4,43.6,62,15,29.934,29.653,11.5,17.0,79.3
14/08/2009,62.3,53,44.5,29.7,1.6,2.0,8,0.36,8.3,0.02,68.9,55.8,82,38,29.787,29.586,11.5,22.0,79.1
15/08/2009,61.2,41,36.9,29.7,6.0,7.1,310,0.37,8.31,0.01,73.2,51.1,58,22,29.771,29.555,21.9,32.0,79.0
16/08/2009,54.8,48,34.5,29.9,5.6,7.2,20,0.37,8.31,0.0,69.4,41.1,65,17,29.936,29.752,21.9,30.0,78.4
17/08/2009,51.7,67,39.8,30.0,3.3,4.3,36,0.4,8.34,0.01,67.8,34.6,89,31,30.143,29.915,17.3,21.0,78.8
18/08/2009,56.3,53,35.3,29.9,5.5,6.5,355,0.4,8.34,0.0,71.7,38.2,93,19,30.107,29.695,18.4,26.0,79.1
19/08/2009,60.1,36,31.1,29.7,8.4,10.6,337,0.4,8.34,0.0,73.9,40.3,64,20,29.812,29.654,18.4,26.0,78.7
20/08/2009,60.6,50,39.8,29.9,5.7,7.0,21,0.4,8.34,0.0,77.2,41.1,85,24,29.988000000000003,29.781,16.1,22.0,79.0
21/08/2009,61.1,46,36.6,30.0,4.7,6.1,34,0.4,8.34,0.0,79.9,38.3,86,20,30.08,29.884,13.8,25.0,78.6
22/08/2009,66.2,38,34.1,29.8,3.4,4.3,19,0.4,8.34,0.0,87.2,42.6,76,11,29.985,29.695,15.0,20.0,83.6
23/08/2009,68.0,36,38.1,29.6,5.5,6.6,340,0.4,8.34,0.0,84.3,52.5,56,15,29.791,29.525,16.1,22.0,81.4
24/08/2009,65.6,43,41.0,29.7,5.3,6.9,290,0.42,8.36,0.01,75.1,54.7,86,23,29.857,29.55,18.4,24.0,79.1
25/08/2009,56.4,78,49.0,29.9,3.5,4.2,14,0.73,8.67,0.24,72.1,46.2,94,43,30.016,29.824,16.1,21.0,78.3
26/08/2009,54.3,69,43.0,30.1,4.4,5.0,350,0.76,8.7,0.01,72.5,42.3,94,27,30.2,29.932,11.5,21.0,78.8
27/08/2009,59.2,48,34.2,30.1,5.9,6.6,10,0.76,8.7,0.0,78.5,38.8,92,15,30.227,30.04,19.6,26.0,78.7
28/08/2009,58.6,49,37.5,30.1,3.8,4.9,31,0.76,8.7,0.0,76.7,39.2,82,26,30.242,30.037,20.7,25.0,78.9
29/08/2009,56.1,60,40.6,30.0,2.7,3.7,27,0.76,8.7,0.0,73.2,39.5,87,25,30.101,29.9,17.3,26.0,79.1
30/08/2009,54.1,72,44.6,30.0,2.4,3.1,35,0.82,8.76,0.01,67.4,40.6,93,47,30.028,29.862,17.3,25.0,79.0
31/08/2009,60.1,54,38.8,29.9,3.5,4.9,281,0.82,8.76,0.0,79.6,42.5,87,16,29.996,29.744,21.9,32.0,78.7
1/09/2009,63.9,40,29.9,30.0,5.5,81.0,355,0.0,8.77,0.0,79.8,38.9,89,11,30.194000000000006,29.684,16.1,255.0,79.1
2/09/2009,64.0,29,29.3,30.0,6.2,125.2,2,0.0,8.77,0.0,78.6,45.2,49,12,30.233,29.859,20.7,255.0,78.3
3/09/2009,63.6,44,39.3,30.0,4.2,221.3,4,0.02,8.79,0.01,74.6,40.6,77,21,30.284,29.687,10.4,255.0,77.5
4/09/2009,56.8,59,42.0,30.0,4.5,159.1,5,0.03,8.8,0.01,76.6,37.6,84,20,30.269,29.597,16.1,255.0,78.4
5/09/2009,62.2,44,37.4,30.0,7.3,143.9,8,0.03,8.8,0.0,76.5,37.3,83,21,30.263,29.636,13.8,255.0,77.8
6/09/2009,62.5,52,42.7,29.8,7.8,184.7,357,0.05,8.82,0.02,69.8,49.5,72,27,30.013,29.629,16.1,255.0,78.8
7/09/2009,64.6,44,39.0,29.8,4.7,138.6,360,0.05,8.82,0.0,79.9,42.8,91,20,30.067,29.474,19.6,255.0,78.6
8/09/2009,68.9,23,28.9,29.7,5.5,186.3,349,0.05,8.82,0.0,79.1,43.3,28,16,29.992,29.444000000000006,19.6,255.0,77.9
9/09/2009,62.3,56,42.0,29.9,3.0,109.7,8,0.08,8.85,0.01,76.3,44.1,91,17,30.178,29.632,13.8,255.0,79.0
10/09/2009,62.1,46,32.9,30.0,1.4,123.8,9,0.08,8.85,0.0,77.7,39.8,90,15,30.256,29.695,8.1,255.0,78.1
11/09/2009,56.8,42,31.8,30.0,3.0,87.1,20,0.08,8.85,0.0,71.6,39.3,72,17,30.376,29.683000000000003,11.5,255.0,77.3
12/09/2009,42.1,75,34.6,30.1,0.5,31.6,18,0.17,8.94,0.02,46.8,38.6,92,55,30.164,30.059,5.8,255.0,46.8
13/09/2009,50.3,70,39.3,30.0,4.6,85.5,349,0.2,8.97,0.01,73.7,35.0,94,25,30.181,29.744,20.7,255.0,79.1
14/09/2009,59.7,53,41.0,29.8,1.0,45.1,347,0.2,8.97,0.0,72.1,41.3,88,28,29.969,29.726,11.5,255.0,79.1
15/09/2009,57.9,55,40.9,29.9,0.4,39.9,8,0.2,8.97,0.0,70.3,44.6,80,34,30.101,29.778,10.4,255.0,79.1
16/09/2009,53.0,71,42.9,30.1,0.4,67.0,19,0.2,8.97,0.0,64.3,42.6,91,51,30.22,30.011,8.1,255.0,64.3
17/09/2009,53.3,64,39.4,30.1,0.3,34.1,11,0.2,8.97,0.0,68.9,39.5,93,34,30.246,29.979,8.1,255.0,78.9
18/09/2009,52.4,59,35.8,30.1,1.1,49.5,44,0.2,8.97,0.0,68.9,34.6,92,32,30.181,29.991,12.7,255.0,78.7
19/09/2009,52.1,52,31.2,30.0,3.8,32.2,32,0.2,8.97,0.0,73.1,33.4,83,16,30.193,29.797,17.3,255.0,76.9
20/09/2009,54.0,48,33.4,29.7,11.2,15.8,338,0.2,8.97,0.0,70.3,42.2,73,25,29.842,29.506,27.6,255.0,78.3
21/09/2009,40.0,67,29.2,30.1,9.2,10.5,16,0.45,9.22,0.01,46.5,32.9,92,38,30.378,29.805,23.0,26.0,46.5
22/09/2009,39.4,51,22.5,30.3,9.6,10.3,352,0.45,9.22,0.0,45.1,32.9,73,40,30.37,30.213,19.6,24.0,45.1
23/09/2009,42.5,55,26.2,30.2,10.5,11.7,9,0.46,9.23,0.01,50.4,32.2,90,27,30.292,30.18,19.6,32.0,50.4
24/09/2009,40.4,74,31.8,30.2,2.9,3.6,12,0.52,9.29,0.01,53.9,30.3,92,38,30.302,30.043000000000006,13.8,18.0,53.9
25/09/2009,45.8,68,34.5,30.0,4.6,5.4,20,0.52,9.29,0.0,61.5,35.3,92,24,30.177,29.946,18.4,28.0,61.5
26/09/2009,62.4,23,22.3,29.9,9.5,11.9,340,0.52,9.29,0.0,75.4,45.8,40,14,30.115,29.617,23.0,31.0,75.6
27/09/2009,61.3,26,22.9,29.7,10.5,12.5,349,0.52,9.29,0.0,75.4,38.4,67,12,30.008000000000006,29.549,23.0,32.0,75.7
28/09/2009,44.8,57,28.4,30.1,4.0,4.8,25,0.52,9.29,0.0,63.5,26.9,88,27,30.295,29.966,10.4,13.0,63.5
29/09/2009,59.1,32,22.4,29.8,9.7,11.7,331,0.52,9.29,0.0,77.2,33.8,81,10,29.982,29.556,21.9,35.0,76.1
30/09/2009,52.2,40,27.2,29.5,16.7,18.6,347,0.56,9.33,0.01,66.5,35.2,70,21,29.678,29.344,26.5,38.0,75.9
1/10/2009,35.0,37,10.8,30.0,15.1,17.8,337,0.0,9.33,0.0,40.9,29.4,52,27,30.085,29.589,34.5,44.0,40.9
2/10/2009,41.6,26,7.4,30.0,10.0,12.4,339,0.0,9.33,0.0,56.7,28.4,45,10,30.039,29.84,29.9,44.0,56.7
3/10/2009,38.6,45,16.6,29.9,4.2,6.1,23,0.0,9.33,0.0,58.6,20.0,78,19,30.055,29.707,13.8,255.0,58.6
4/10/2009,36.3,77,29.0,29.8,2.8,4.3,82,0.14,9.47,0.01,50.6,26.4,93,43,29.885,29.574,15.0,20.0,50.6
5/10/2009,38.7,66,27.4,29.7,7.6,11.3,305,0.18,9.51,0.01,46.2,32.8,94,36,29.946,29.568,21.9,31.0,46.2
6/10/2009,41.3,30,11.1,30.0,12.8,19.0,306,0.18,9.51,0.0,52.2,31.2,47,17,30.068,29.846,25.3,39.0,52.2
7/10/2009,49.9,29,17.5,29.7,8.4,12.2,292,0.18,9.51,0.0,63.2,42.7,55,17,29.874,29.587,23.0,32.0,63.2
8/10/2009,29.2,83,24.4,30.0,3.8,8.6,101,0.29,9.62,0.01,43.5,22.5,91,47,30.161,29.676,12.7,255.0,43.5
9/10/2009,31.3,77,24.6,30.1,5.2,12.9,74,0.33,9.66,0.01,43.8,15.2,91,45,30.284,29.934,15.0,255.0,43.8
10/10/2009,17.4,80,12.3,30.3,3.6,5.5,97,0.37,9.7,0.01,28.5,9.7,87,69,30.378,30.215,11.5,16.0,32.0
11/10/2009,29.0,77,22.2,30.0,5.0,7.8,16,0.42,9.75,0.01,50.4,15.9,92,41,30.239,29.704,20.7,32.0,50.4
12/10/2009,40.4,69,29.2,29.8,3.9,6.0,74,0.47,9.8,0.01,56.6,28.7,93,24,30.001,29.674,16.1,20.0,56.6
13/10/2009,40.8,66,28.0,29.9,4.0,11.7,312,0.47,9.8,0.0,56.7,28.5,94,30,30.03,29.821,21.9,255.0,56.7
14/10/2009,49.0,51,31.1,29.8,13.1,19.3,304,0.47,9.8,0.0,57.9,32.7,80,30,29.895,29.587,25.3,43.0,57.9
15/10/2009,46.8,49,27.9,30.0,9.2,13.8,305,0.48,9.81,0.01,54.9,41.2,79,27,30.144,29.816,26.5,39.0,54.9
16/10/2009,44.7,51,25.7,30.2,3.0,8.1,358,0.48,9.81,0.0,59.6,28.3,86,19,30.429,30.07,15.0,255.0,59.6
17/10/2009,41.2,57,23.5,30.3,1.7,8.7,81,0.48,9.81,0.0,63.7,21.6,91,21,30.563,29.923,10.4,255.0,63.7
18/10/2009,57.9,25,21.2,29.9,8.6,15.5,309,0.48,9.81,0.0,68.9,44.0,41,16,30.092,29.723000000000006,29.9,255.0,73.5
19/10/2009,52.3,40,26.9,29.7,4.8,7.4,296,0.48,9.81,0.0,65.8,36.0,71,18,29.798,29.537,21.9,30.0,74.1
20/10/2009,37.7,75,29.8,29.8,3.1,13.3,90,0.61,9.94,0.01,56.7,26.3,93,33,30.094,29.689,13.8,255.0,56.7
21/10/2009,32.0,89,29.2,30.1,1.9,6.1,93,0.64,9.97,0.01,37.2,28.5,93,77,30.17,29.923,6.9,255.0,37.2
22/10/2009,35.8,65,23.3,30.1,1.8,9.0,52,0.65,9.98,0.01,50.4,21.6,92,28,30.225,29.921,11.5,255.0,50.4
23/10/2009,42.4,41,18.7,29.9,8.4,13.1,314,0.65,9.98,0.0,52.2,31.2,68,23,30.009,29.694000000000006,23.0,35.0,52.2
24/10/2009,44.1,47,24.5,29.7,14.3,21.5,304,0.7,10.03,0.01,52.0,35.8,87,27,29.791,29.533,31.1,49.0,52.0
25/10/2009,30.2,73,22.1,30.1,4.5,17.0,63,0.7,10.03,0.0,37.2,17.2,89,33,30.466,29.791,20.7,255.0,37.2
26/10/2009,32.7,40,7.2,30.2,10.5,15.1,304,0.7,10.03,0.0,45.8,10.0,84,14,30.51,29.723000000000006,27.6,38.0,45.8
27/10/2009,39.3,47,16.3,29.5,5.4,8.3,315,0.7,10.03,0.0,51.0,26.9,92,19,29.739,29.25,23.0,33.0,51.0
28/10/2009,22.2,84,18.0,29.7,2.1,3.1,82,0.7,10.03,0.0,26.9,16.4,92,67,29.995,29.431,16.1,18.0,32.0
29/10/2009,19.5,66,9.6,30.0,3.7,6.1,308,0.7,10.03,0.0,26.1,12.4,85,47,30.063,29.857,16.1,26.0,32.0
30/10/2009,30.7,49,13.8,29.9,22.2,29.5,287,0.75,10.08,0.01,39.2,19.7,56,41,30.031,29.782,35.7,49.0,39.2
31/10/2009,44.0,43,22.7,30.0,16.2,22.9,305,0.77,10.1,0.01,55.3,36.6,58,26,30.125,29.894,29.9,46.0,55.3
1/11/2009,47.3,39,22.9,30.0,12.3,28.3,311,0.0,10.11,0.0,54.4,37.2,59,27,30.13,29.879,29.9,255.0,54.4
2/11/2009,38.8,60,25.5,30.2,4.8,48.1,58,0.0,10.11,0.0,50.4,30.6,86,31,30.409,30.072,16.1,255.0,50.4
3/11/2009,48.1,30,16.1,30.1,11.6,90.9,330,0.0,10.11,0.0,58.0,34.1,63,13,30.236,29.905,29.9,255.0,58.0
4/11/2009,46.0,39,15.5,30.2,4.8,8.8,326,0.0,10.11,0.0,65.5,23.8,82,11,30.438,29.983,20.7,255.0,70.0
5/11/2009,56.1,17,10.8,29.9,10.8,30.1,310,0.0,10.11,0.0,65.3,44.1,34,10,30.102,29.783,25.3,255.0,70.7
6/11/2009,55.1,21,14.6,29.7,10.6,15.2,304,0.0,10.11,0.0,62.7,47.3,95,11,29.854,29.587,34.5,46.0,62.7
7/11/2009,51.4,26,16.6,29.7,7.5,28.8,305,0.0,10.11,0.0,63.1,37.6,40,11,29.88,29.562,23.0,255.0,63.1
8/11/2009,45.9,37,19.6,29.9,5.2,17.0,294,0.0,10.11,0.0,53.5,37.8,64,19,30.16,29.615,16.1,255.0,53.5
9/11/2009,35.2,58,21.1,30.3,1.6,5.5,69,0.0,10.11,0.0,51.3,24.5,80,33,30.513,30.091,11.5,255.0,51.3
10/11/2009,38.2,47,15.2,30.3,4.4,6.5,308,0.0,10.11,0.0,57.8,21.0,83,16,30.548,30.071,21.9,30.0,57.8
11/11/2009,50.1,27,17.0,30.0,8.3,11.5,299,0.0,10.11,0.0,61.0,38.9,43,17,30.27,29.661,24.2,32.0,61.0
12/11/2009,52.0,29,20.3,29.5,13.1,24.0,306,0.0,10.11,0.0,58.1,45.6,48,22,29.661,29.359,31.1,255.0,58.1
13/11/2009,32.9,79,26.9,29.6,4.7,32.9,41,0.03,10.14,0.01,44.3,23.0,92,45,29.878,29.404,24.2,255.0,44.3
14/11/2009,25.7,85,21.7,30.0,3.0,92.8,58,0.06,10.17,0.01,36.3,21.9,90,67,30.069000000000006,29.861,10.4,255.0,36.3
15/11/2009,19.6,83,15.2,30.3,1.4,32.0,89,0.32,10.43,0.01,29.0,3.7,89,65,30.625,30.057,9.2,255.0,32.0
16/11/2009,19.2,72,11.1,30.6,0.5,7.8,354,0.37,10.48,0.01,42.8,-0.4,88,40,30.779,30.386,6.9,255.0,42.8
17/11/2009,28.8,69,18.0,30.3,0.5,3.8,51,0.38,10.49,0.01,53.9,13.5,89,27,30.558000000000003,30.076,4.6,255.0,53.9
18/11/2009,35.7,48,12.9,30.0,5.4,7.7,315,0.38,10.49,0.0,54.2,15.2,88,16,30.256,29.771,19.6,26.0,54.2
19/11/2009,32.7,53,16.1,30.1,2.0,6.2,75,0.38,10.49,0.0,45.2,17.8,85,26,30.371,29.735,11.5,255.0,45.2
20/11/2009,30.4,47,7.5,30.2,2.2,3.7,315,0.38,10.49,0.0,52.3,13.5,86,10,30.49,29.658,24.2,35.0,52.3
21/11/2009,42.7,25,5.1,29.7,11.5,16.0,302,0.38,10.49,0.0,48.9,28.2,78,9,29.903,29.51,32.2,47.0,48.9
22/11/2009,35.6,36,8.7,29.9,10.5,23.5,308,0.38,10.49,0.0,43.9,26.7,79,15,29.982,29.747,26.5,255.0,43.9
23/11/2009,26.5,40,4.9,30.1,12.8,18.1,309,0.38,10.49,0.0,33.5,21.6,78,28,30.384,29.718000000000004,27.6,39.0,33.5
24/11/2009,32.6,29,2.7,30.3,9.1,16.0,312,0.38,10.49,0.0,45.5,15.6,45,15,30.398000000000003,30.127,21.9,255.0,45.5
25/11/2009,39.7,38,15.7,30.2,9.0,24.6,317,0.38,10.49,0.0,51.9,28.2,57,26,30.31,30.047,20.7,255.0,51.9
26/11/2009,46.4,23,9.3,30.1,13.1,55.1,310,0.38,10.49,0.0,54.1,33.7,42,14,30.226,29.918000000000006,26.5,255.0,54.1
27/11/2009,47.3,14,-0.9,29.8,12.4,97.9,332,0.38,10.49,0.0,55.0,35.9,23,6,30.019,29.686,28.8,255.0,55.0
28/11/2009,37.4,43,13.0,29.8,4.3,23.6,20,0.38,10.49,0.0,48.3,26.0,86,15,30.043000000000006,29.685,12.7,255.0,48.3
29/11/2009,27.6,71,18.7,30.2,1.4,8.2,74,0.38,10.49,0.0,39.8,16.5,89,36,30.403,30.041,8.1,255.0,39.8
30/11/2009,32.3,47,8.8,30.2,5.9,20.5,312,0.39,10.5,0.01,50.2,12.4,85,16,30.506,29.815,21.9,255.0,50.2
1/01/2010,32.1,49,15.2,30.2,14.6,19.7,297,0.0,0.0,0.0,40.0,22.1,61,41,30.33,30.034,34.5,51.0,40.0
2/01/2010,32.1,50,15.5,30.1,8.8,12.2,306,0.0,0.0,0.0,39.1,22.0,77,39,30.292,29.937,23.0,35.0,39.1
3/01/2010,23.1,64,12.1,30.4,2.9,4.4,21,0.0,0.0,0.0,33.4,9.2,85,34,30.549,30.237,17.3,24.0,33.4
4/01/2010,25.7,48,7.2,30.4,4.7,7.0,324,0.0,0.0,0.0,36.5,7.6,82,25,30.585,30.107,15.0,21.0,36.5
5/01/2010,34.3,51,17.8,30.0,14.2,18.5,300,0.0,0.0,0.0,40.1,28.4,60,43,30.173,29.897,34.5,43.0,40.1
6/01/2010,18.4,68,9.3,30.1,6.8,9.6,147,0.0,0.0,0.0,36.3,-2.2,79,50,30.666,29.804,20.7,30.0,36.3
7/01/2010,1.4,63,-8.6,30.7,2.3,3.8,67,0.0,0.0,0.0,15.9,-10.5,75,49,30.868,30.648000000000003,9.2,13.0,32.0
8/01/2010,23.5,24,-11.4,30.5,6.9,10.3,315,0.0,0.0,0.0,38.2,-7.0,67,13,30.743,30.146,19.6,29.0,38.2
9/01/2010,37.7,18,-2.9,30.2,8.7,12.5,312,0.0,0.0,0.0,50.4,28.0,32,13,30.3,30.065,28.8,36.0,50.4
10/01/2010,30.3,36,4.1,30.4,1.5,2.7,37,0.0,0.0,0.0,49.4,16.2,66,14,30.6,30.161,9.2,12.0,49.4
11/01/2010,24.2,53,6.3,30.6,0.8,1.5,40,0.0,0.0,0.0,51.6,6.3,80,14,30.789,30.393,6.9,8.0,51.6
12/01/2010,40.2,20,-1.6,30.2,7.8,10.9,321,0.0,0.0,0.0,53.6,11.6,68,10,30.427,29.896,19.6,35.0,53.6
13/01/2010,37.3,30,6.6,29.9,6.8,9.6,305,0.0,0.0,0.0,46.0,20.8,63,15,30.109,29.84,21.9,29.0,46.0
14/01/2010,24.6,61,12.2,30.3,0.7,1.3,341,0.0,0.0,0.0,42.0,13.5,78,30,30.493,30.088,16.1,21.0,42.0
15/01/2010,32.5,37,7.5,30.3,6.4,9.0,314,0.0,0.0,0.0,46.5,17.7,60,11,30.466,29.966,17.3,26.0,46.5
16/01/2010,42.3,24,7.7,29.9,6.0,8.2,308,0.0,0.0,0.0,53.7,31.5,35,15,30.14,29.781,16.1,21.0,53.7
17/01/2010,36.7,47,16.6,29.9,3.8,5.6,316,0.0,0.0,0.0,44.5,21.8,81,25,29.958,29.737,15.0,21.0,44.5
